cadena,gamma_Nm,tau_anios,k_em,chi_ms,prob
B,1.1549e+19,7.2002,0.5134,0.12775,0.81547
B,1.2451e+19,45.164,2.9052,0.28519,0.3618
B,5.7634e+18,17.09,0.079764,0.22339,0.53591
B,1.0839e+19,9.651,0.44866,0.3089,0.30338
B,1.0913e+19,9.1549,0.74702,0.22569,0.52904
B,1.5369e+19,10.293,1.0855,0.25012,0.45748
B,1.877e+19,8.7615,2.1986,0.30734,0.30706
B,1.4838e+19,8.1526,0.65478,0.22352,0.53553
B,1.3747e+19,13.064,1.5908,0.13338,0.80062
B,1.779e+19,31.169,3.2661,0.30317,0.31699
B,6.5068e+18,12.885,0.13381,0.26492,0.4159
B,6.6606e+18,19.208,0.09657,0.23686,0.49595
B,2.3414e+19,20.917,4.8244,0.28586,0.36008
B,1.5766e+19,5.7528,0.95114,0.26606,0.41278
B,9.7623e+18,6.0967,0.10936,0.1646,0.71273
B,1.2325e+19,7.8105,0.75746,0.29707,0.33183
B,4.7241e+18,21.983,0.31648,0.23285,0.50777
B,1.4738e+19,12.525,1.4761,0.17866,0.67099
B,1.6821e+19,19.204,2.2383,0.15684,0.73529
B,2.22e+19,15.947,2.3945,0.16256,0.7187
B,1.0688e+19,17.725,1.4805,0.28543,0.36118
B,1.1293e+19,6.8051,0.5523,0.30862,0.30405
B,1.4789e+19,7.807,0.91301,0.25154,0.45344
B,1.9574e+19,14.877,3.6257,0.30071,0.32291
B,5.1494e+18,27.678,0.45353,0.28261,0.36849
B,1.9143e+19,16.221,1.816,0.27913,0.3776
B,1.4559e+19,10.819,1.2891,0.19384,0.6252
B,1.7536e+19,16.212,1.884,0.3056,0.31117
B,2.7144e+19,21.898,4.4684,0.2503,0.45696
B,5.8963e+18,20.833,0.35311,0.27553,0.38714
B,8.2437e+18,17.073,0.51543,0.20806,0.58209
B,1.7542e+19,6.0756,1.0588,0.18234,0.65996
B,2.1425e+19,12.681,2.6337,0.21664,0.55618
B,1.489e+19,11.854,1.9121,0.15998,0.72622
B,1.0873e+19,11.646,1.2518,0.30021,0.32415
B,1.6983e+19,7.5451,1.2944,0.25862,0.43342
B,1.6659e+19,4.9656,0.72991,0.29246,0.34331
B,2.0387e+19,3.1187,0.41815,0.21018,0.57568
B,9.2378e+18,37.13,1.2631,0.29527,0.33628
B,1.117e+19,5.5524,0.33493,0.26044,0.42832
B,1.056e+19,12.286,0.89563,0.20483,0.59189
B,9.8918e+18,6.477,0.14679,0.25198,0.45217
B,1.0577e+19,12.702,0.9069,0.18858,0.64113
B,1.2985e+19,4.1923,0.43564,0.30385,0.31536
B,1.7254e+19,6.5803,1.3718,0.30913,0.30284
B,1.2314e+19,7.9738,1.2167,0.21968,0.54703
B,1.9054e+19,12.619,1.3917,0.30486,0.31293
B,6.387e+18,26.466,0.43935,0.25536,0.4426
B,1.0131e+19,11.286,0.44138,0.16892,0.70001
B,1.4271e+19,8.8432,2.1847,0.27708,0.38301
B,1.604e+19,9.694,0.86474,0.24745,0.46515
B,1.0398e+19,6.2449,0.070817,0.18596,0.64904
B,9.3004e+18,10.655,0.68436,0.19967,0.60754
B,1.5032e+19,5.3392,0.45767,0.24945,0.45941
B,1.1198e+19,8.5916,0.75561,0.19417,0.62419
B,1.1747e+19,10.944,1.1799,0.24291,0.47828
B,1.3641e+19,15.824,1.083,0.25243,0.4509
B,7.4157e+18,32.389,0.30652,0.21787,0.55247
B,1.6233e+19,25.817,2.1271,0.17749,0.6745
B,6.6648e+18,15.537,0.61957,0.25363,0.44749
B,1.1702e+19,11.46,0.99928,0.29313,0.34162
B,8.3242e+18,12.323,0.26348,0.21569,0.55905
B,2.3588e+19,9.9024,2.707,0.29443,0.33837
B,1.1027e+19,19.799,1.6996,0.2454,0.47105
B,7.1063e+18,16.959,0.56667,0.21117,0.57269
B,5.0046e+18,49.089,0.46333,0.27362,0.39225
B,1.0509e+19,44.453,1.5328,0.27907,0.37775
B,1.4828e+19,14.842,2.0295,0.20384,0.59488
B,1.0527e+19,11.919,1.0041,0.27793,0.38078
B,9.8512e+18,12.671,0.60358,0.25592,0.44101
B,1.2677e+19,8.4073,0.3734,0.19254,0.62913
B,1.9917e+19,18.682,4.9101,0.20878,0.57991
B,8.9285e+18,11.624,0.07084,0.2275,0.52364
B,2.5331e+18,57.689,0.49109,0.27584,0.38633
B,1.358e+19,4.5997,0.084524,0.23625,0.49773
B,2.0444e+19,10.477,1.926,0.30939,0.30224
B,1.6643e+19,8.8945,1.4623,0.12831,0.81399
B,1.7834e+19,8.9735,1.5062,0.23192,0.51052
B,7.4375e+18,12.0,0.20287,0.2949,0.33721
B,1.8766e+19,21.734,3.2798,0.28712,0.35684
B,5.6139e+18,15.613,0.21386,0.23316,0.50684
B,2.0181e+19,10.394,1.9875,0.29076,0.34759
B,1.7503e+19,10.49,1.7593,0.27224,0.39597
B,9.675e+18,17.285,0.49715,0.29915,0.32672
B,1.4907e+19,11.572,1.6774,0.23861,0.49081
B,1.2562e+19,25.752,2.4558,0.21566,0.55913
B,1.7509e+19,4.8212,0.22472,0.21869,0.55001
B,1.751e+19,13.488,1.3076,0.26821,0.4069
B,5.3172e+18,28.566,0.36473,0.2228,0.53768
B,1.352e+19,5.4819,0.56783,0.16717,0.70517
B,1.7965e+19,20.376,2.9674,0.26858,0.40588
B,8.5528e+18,10.762,0.23397,0.24713,0.46606
B,4.4849e+18,16.488,0.05501,0.24793,0.46377
B,6.9451e+18,21.335,0.36647,0.30582,0.31066
B,3.5553e+18,35.924,0.057393,0.25906,0.43219
B,1.1962e+19,9.766,1.3214,0.27064,0.40027
B,1.3305e+19,5.2055,0.14859,0.13768,0.78904
B,1.4772e+19,13.385,1.5282,0.19037,0.63573
B,1.0297e+19,9.9388,0.40194,0.30095,0.32234
B,1.2715e+19,8.5234,0.55977,0.24138,0.48274
B,1.6868e+19,3.5719,0.44519,0.2425,0.47946
B,1.4878e+19,6.2651,0.001305,0.24088,0.48418
B,1.6747e+19,13.197,2.6493,0.27704,0.38313
B,9.7121e+18,7.2948,0.46588,0.14083,0.78043
B,1.4529e+19,7.2878,0.9528,0.23992,0.487
B,9.5006e+18,37.811,1.5655,0.29745,0.33089
B,1.3869e+19,13.799,1.724,0.20562,0.58949
B,1.4919e+19,15.173,1.2646,0.24326,0.47726
B,8.7668e+18,13.17,0.6227,0.23307,0.50711
B,1.1625e+19,5.5932,0.14979,0.25107,0.45476
B,1.6439e+19,8.447,1.3486,0.13353,0.8002
B,9.7226e+18,13.171,0.55209,0.17839,0.67179
B,9.7721e+18,6.1264,0.53358,0.31016,0.30044
B,1.7668e+19,7.9474,1.7865,0.30148,0.32105
B,1.1033e+19,8.6873,0.87812,0.30667,0.30863
B,1.2395e+19,15.009,1.3448,0.23228,0.50945
B,1.4369e+19,9.7971,1.142,0.23729,0.49468
B,1.3274e+19,4.02,0.25764,0.29788,0.32984
B,8.3822e+18,14.185,1.0759,0.13552,0.79487
B,5.723e+18,11.977,0.24561,0.27976,0.37594
B,7.3881e+18,10.619,0.19684,0.27863,0.37891
B,9.489e+18,16.097,0.6667,0.21315,0.56672
B,1.0781e+19,7.4137,0.20161,0.19615,0.6182
B,4.7686e+18,12.748,0.088604,0.26986,0.4024
B,1.622e+19,12.967,2.3911,0.29429,0.33872
B,2.0057e+19,10.194,1.8086,0.26154,0.42528
B,6.9889e+18,48.177,0.99202,0.30225,0.31921
B,1.0474e+19,15.614,1.154,0.20108,0.60325
B,1.0221e+19,32.725,1.7745,0.273,0.39391
B,9.0062e+18,15.289,0.71484,0.29397,0.33951
B,2.3617e+19,22.277,3.6853,0.2993,0.32636
B,1.4366e+19,14.945,0.74016,0.1875,0.64438
B,1.6101e+19,11.484,2.6448,0.22612,0.52774
B,1.3621e+19,9.4567,1.6001,0.24311,0.47769
B,1.1916e+19,15.298,1.3383,0.27219,0.39609
B,7.7643e+18,15.873,0.75037,0.20682,0.58587
B,8.661e+18,13.046,0.17222,0.25554,0.44208
B,1.1713e+19,8.6867,0.74186,0.20722,0.58463
B,2.6185e+19,3.5706,0.64927,0.25887,0.43273
B,1.2315e+19,10.373,0.75592,0.27165,0.39755
B,5.1425e+18,10.58,0.096317,0.28209,0.36984
B,1.6093e+19,14.361,2.1679,0.18487,0.65233
B,7.324e+18,16.045,0.46885,0.30201,0.31978
B,1.1792e+19,12.569,0.42986,0.29921,0.32659
B,1.5859e+19,5.9932,0.031693,0.28134,0.37179
B,1.4045e+19,25.549,1.9339,0.28342,0.36638
B,8.2159e+18,71.054,1.5806,0.2822,0.36956
B,6.0982e+18,11.739,0.0047764,0.28794,0.35475
B,1.2035e+19,7.3421,0.43601,0.27279,0.3945
B,1.4173e+19,9.0112,1.1183,0.13896,0.78556
B,9.3061e+18,17.141,0.80713,0.21791,0.55236
B,1.1071e+19,11.624,1.259,0.19034,0.6358
B,1.2413e+19,10.598,0.5871,0.28705,0.35701
B,1.835e+19,44.029,2.0137,0.30722,0.30735
B,2.019e+19,40.803,3.3872,0.24578,0.46996
B,1.5379e+19,6.5322,0.81241,0.25808,0.43494
B,1.3047e+19,3.7119,0.068216,0.23707,0.49533
B,9.699e+18,10.988,0.40262,0.11857,0.83885
B,7.6564e+18,15.955,0.5244,0.19901,0.60953
B,1.3871e+19,10.316,1.463,0.26534,0.41475
B,1.4501e+19,7.901,1.2518,0.3077,0.3062
B,9.5885e+18,7.2522,0.8188,0.27035,0.40106
B,1.5048e+19,7.1571,0.50782,0.14507,0.76869
B,9.5114e+18,8.5514,0.079268,0.28404,0.36476
B,1.2563e+19,23.042,1.0333,0.28387,0.36522
B,5.3101e+18,10.374,0.26275,0.29513,0.33664
B,9.9794e+18,17.373,0.50302,0.30842,0.30451
B,5.9069e+18,9.9518,0.18738,0.30683,0.30827
B,1.3464e+19,9.3638,1.5016,0.23366,0.50537
B,5.2118e+18,24.116,0.01624,0.24003,0.48668
B,5.1472e+18,13.106,0.25579,0.29568,0.33526
B,9.5476e+18,6.573,0.3278,0.27544,0.38738
B,1.3584e+19,8.5082,0.71493,0.26804,0.40736
B,7.1002e+18,18.835,0.030438,0.19987,0.60693
B,1.8239e+19,5.7222,0.92286,0.16173,0.72113
B,5.8869e+18,18.439,0.48216,0.22579,0.52873
B,1.5078e+19,13.604,1.8749,0.29737,0.33109
B,1.9407e+19,33.066,3.1416,0.21122,0.57253
B,6.955e+18,30.491,0.66543,0.23285,0.50777
B,1.2125e+19,19.191,1.4858,0.23065,0.51427
B,1.9767e+19,11.539,2.2276,0.226,0.5281
B,1.5504e+19,9.7521,0.86885,0.18269,0.65889
B,1.4168e+19,5.123,0.21124,0.26925,0.40406
B,9.2132e+18,11.48,0.64715,0.22994,0.5164
B,1.7916e+19,11.892,2.3925,0.24496,0.47233
B,1.524e+19,4.4794,0.63362,0.27057,0.40048
B,9.9385e+18,10.244,0.015024,0.26622,0.41233
B,2.2518e+19,47.834,3.8323,0.17143,0.69256
B,1.1864e+19,20.711,1.7925,0.29482,0.33739
B,1.6024e+19,20.681,2.4517,0.29365,0.34032
B,1.4489e+19,9.5619,0.79985,0.20616,0.58784
B,1.2808e+19,6.4845,0.89418,0.27765,0.38151
B,1.2148e+19,28.494,1.2273,0.27404,0.39112
B,1.1046e+19,14.528,0.65518,0.25591,0.44103
B,1.1792e+19,15.856,1.5562,0.2787,0.37873
B,1.111e+19,9.8784,1.2765,0.30633,0.30945
B,1.1257e+19,4.6111,0.34721,0.30411,0.31473
B,2.5014e+19,13.827,2.6443,0.28138,0.37168
B,1.3049e+19,5.84,0.63498,0.25625,0.44007
B,9.527e+18,9.3197,0.74676,0.22792,0.52238
B,7.0658e+18,12.185,0.38122,0.30456,0.31365
B,1.1271e+19,11.16,1.1169,0.2541,0.44615
B,1.063e+19,7.4139,0.47029,0.23768,0.49355
B,1.212e+19,14.706,1.3176,0.2957,0.33521
B,1.2657e+19,55.483,1.7931,0.28849,0.35333
B,1.0165e+19,6.3417,0.40287,0.26507,0.41549
B,5.3942e+18,36.599,0.63662,0.29807,0.32938
B,1.3977e+19,22.489,1.78,0.1706,0.69504
B,1.1321e+19,7.2862,0.50503,0.052929,0.96559
B,1.3931e+19,7.5871,0.86754,0.2697,0.40284
B,1.4285e+19,5.427,0.46306,0.28227,0.36938
B,7.8425e+18,21.747,1.2157,0.28346,0.36629
B,1.1002e+19,29.015,1.9553,0.1368,0.79141
B,1.4204e+19,9.4337,1.3199,0.18452,0.65339
B,1.0707e+19,9.539,0.53071,0.1929,0.62804
B,1.0728e+19,10.284,0.55046,0.29026,0.34885
B,8.9e+18,36.369,1.3591,0.26609,0.41269
B,1.1455e+19,9.7259,0.55876,0.22109,0.54281
B,3.9405e+19,40.866,7.6086,0.27953,0.37655
B,2.1465e+19,3.4093,0.44452,0.24019,0.48621
B,1.982e+19,8.1991,2.0194,0.13406,0.79879
B,1.808e+19,15.989,2.4266,0.30912,0.30288
B,1.2071e+19,11.697,1.3652,0.19022,0.63618
B,1.9953e+19,7.0279,2.2414,0.2397,0.48762
B,1.415e+19,13.784,1.279,0.24349,0.47659
B,1.2822e+19,7.959,0.80122,0.18282,0.65851
B,9.4287e+18,10.175,0.15227,0.28307,0.36729
B,1.814e+19,2.7395,0.24859,0.27649,0.38458
B,1.4336e+19,7.8545,0.77185,0.28929,0.35131
B,9.9798e+18,25.709,1.0329,0.22614,0.5277
B,9.2303e+18,28.787,0.70501,0.30035,0.32379
B,2.0808e+19,13.079,2.4026,0.096509,0.8901
B,1.8445e+19,8.0319,1.3209,0.19225,0.63001
B,9.1524e+18,13.721,0.74215,0.29233,0.34361
B,8.3133e+18,9.5026,0.20987,0.088875,0.90598
B,1.6455e+19,16.44,2.2155,0.2948,0.33745
B,2.0152e+19,17.206,2.1222,0.28768,0.35541
B,6.3353e+18,30.317,0.32121,0.26134,0.42581
B,9.3584e+18,36.177,1.1935,0.30911,0.3029
B,1.2909e+19,11.445,1.203,0.27761,0.38162
B,4.9229e+18,36.836,0.40736,0.24568,0.47026
B,5.1173e+18,43.239,0.60653,0.22804,0.52204
B,1.037e+19,17.221,0.902,0.25699,0.438
B,1.5401e+19,15.192,1.3906,0.13237,0.8033
B,1.8638e+19,5.6467,0.43691,0.30936,0.30232
B,2.4092e+19,2.7459,0.42708,0.20657,0.5866
B,9.7301e+18,18.057,0.9221,0.30243,0.31876
B,6.9193e+18,9.7351,0.32722,0.23717,0.49504
B,7.2284e+18,31.341,0.62086,0.2802,0.37479
B,1.4887e+19,4.8719,0.14175,0.21228,0.56933
B,9.0006e+18,12.501,1.1559,0.27865,0.37886
B,1.0719e+19,9.5476,0.35707,0.11604,0.84508
B,8.1102e+18,16.64,0.41308,0.26543,0.4145
B,8.3148e+18,20.573,0.41748,0.27157,0.39776
B,1.5397e+19,5.7298,0.89075,0.19678,0.61629
B,6.0812e+18,62.156,0.36065,0.24518,0.47171
B,8.8093e+18,11.676,0.47449,0.18894,0.64004
B,1.2108e+19,7.8516,0.37712,0.149,0.75768
B,8.0552e+18,41.518,0.7445,0.20323,0.59674
B,1.6089e+19,11.097,1.1617,0.13268,0.80247
B,1.0327e+19,13.765,0.9528,0.19555,0.62002
B,9.906e+18,11.726,0.93661,0.21991,0.54634
B,1.5398e+19,21.331,2.1708,0.27961,0.37634
B,1.1026e+19,9.4409,1.0335,0.15025,0.75414
B,1.1606e+19,9.4523,0.4877,0.21345,0.5658
B,1.3225e+19,8.5544,1.7753,0.25684,0.43841
B,1.6669e+19,9.3899,1.791,0.2213,0.54216
B,1.3829e+19,5.2606,0.47424,0.17054,0.69522
B,1.3236e+19,9.1848,0.56283,0.16602,0.70857
B,1.7434e+19,12.605,1.596,0.22747,0.52372
B,1.0487e+19,8.8195,0.79419,0.15987,0.72652
B,1.4084e+19,10.899,0.90264,0.29551,0.33567
B,2.2879e+19,7.3754,2.1194,0.21469,0.56205
B,6.472e+18,16.843,0.34143,0.25773,0.4359
B,1.0751e+19,18.985,1.1063,0.28538,0.3613
B,1.0592e+19,13.964,0.68676,0.21986,0.5465
B,1.271e+19,23.026,2.4785,0.27147,0.39804
B,1.5454e+19,4.4596,0.54423,0.18984,0.63732
B,5.6506e+18,22.791,0.39649,0.27817,0.38014
B,1.0948e+19,50.041,1.7066,0.3069,0.3081
B,1.2394e+19,8.1951,0.71144,0.26747,0.4089
B,9.5802e+18,14.452,0.69581,0.30617,0.30983
B,1.5631e+19,8.2113,0.77486,0.25832,0.43426
B,4.7337e+18,36.554,0.13498,0.28507,0.3621
B,1.3053e+19,24.106,1.5836,0.28996,0.3496
B,1.5187e+19,10.262,1.2019,0.16971,0.69765
B,7.7345e+18,11.858,0.18427,0.26206,0.42383
B,5.2431e+18,24.226,0.13187,0.2552,0.44303
B,6.7202e+18,11.281,0.084799,0.24089,0.48417
B,1.7895e+19,7.0021,0.93649,0.29957,0.32571
B,1.071e+19,15.646,1.0881,0.21597,0.5582
B,2.682e+19,28.178,3.9311,0.30414,0.31466
B,1.4468e+19,11.781,1.5444,0.2775,0.38192
B,1.0393e+19,9.7675,0.76739,0.27375,0.39191
B,8.084e+18,9.443,0.22143,0.29207,0.34429
B,1.9022e+19,11.64,2.1789,0.25325,0.44857
B,7.8587e+18,24.915,0.79914,0.29024,0.34889
B,8.0105e+18,18.157,0.40576,0.30401,0.31497
B,1.539e+19,14.375,2.5797,0.11025,0.85904
B,1.1157e+19,12.431,1.2232,0.25755,0.43642
B,1.4429e+19,12.242,2.0498,0.2405,0.48529
B,1.2429e+19,12.542,1.5189,0.30695,0.30797
B,1.8846e+19,6.1899,1.3637,0.28548,0.36106
B,1.3224e+19,14.614,1.8737,0.16388,0.71483
B,8.784e+18,15.158,0.48555,0.2798,0.37584
B,1.4317e+19,12.913,0.64132,0.30522,0.31207
B,8.5391e+18,34.563,0.62272,0.30071,0.32294
B,4.5489e+18,42.583,0.071327,0.30478,0.31313
B,1.1673e+19,23.499,1.1163,0.22282,0.5376
B,1.1238e+19,15.0,1.3264,0.26802,0.40742
B,1.0779e+19,13.468,1.2863,0.29336,0.34104
B,1.3315e+19,11.163,0.91294,0.26342,0.42006
B,6.7006e+18,18.179,0.5789,0.26953,0.40329
B,1.046e+19,7.427,0.27729,0.294,0.33944
B,1.1442e+19,12.552,1.0683,0.29479,0.33747
B,1.3333e+19,27.395,1.4985,0.20876,0.57998
B,5.81e+18,40.924,0.14695,0.28262,0.36846
B,6.1166e+18,26.124,0.80618,0.1727,0.68879
B,1.1172e+19,11.949,0.48614,0.30906,0.30302
B,7.9766e+18,27.194,0.73601,0.25412,0.44609
B,4.7789e+18,24.596,0.0018765,0.23813,0.49221
B,5.7791e+18,17.452,0.23833,0.16562,0.70974
B,1.3787e+19,11.913,1.2282,0.23843,0.49135
B,1.3208e+19,9.4453,0.94045,0.17817,0.67247
B,8.2887e+18,8.7646,0.37147,0.2662,0.41239
B,1.3107e+19,9.2113,0.69079,0.21812,0.55173
B,1.1624e+19,15.522,1.7672,0.21466,0.56215
B,1.1659e+19,11.591,0.97618,0.27892,0.37816
B,1.0177e+19,15.339,1.4509,0.29243,0.34338
B,8.6997e+18,20.816,1.4736,0.25091,0.45522
B,1.1546e+19,9.2215,0.26878,0.3057,0.31093
B,1.8104e+19,4.2622,0.54149,0.29613,0.33414
B,6.1697e+18,10.739,0.12003,0.092818,0.89791
B,2.5541e+19,11.104,2.6411,0.23284,0.50779
B,1.0273e+19,4.9613,0.1333,0.22031,0.54513
B,1.0748e+19,11.687,0.64652,0.15324,0.74564
B,1.4295e+19,42.195,1.7493,0.27435,0.39029
B,1.2856e+19,4.4791,0.27116,0.29615,0.33411
B,1.4549e+19,9.9218,0.88678,0.21793,0.5523
B,6.4355e+18,31.337,0.25913,0.27087,0.39966
B,2.2464e+19,4.7077,0.74703,0.29456,0.33804
B,1.833e+19,9.276,0.96812,0.26375,0.41915
B,1.1224e+19,23.694,1.7721,0.28159,0.37115
B,1.0131e+19,9.6273,0.7214,0.22747,0.52372
B,8.109e+18,14.515,0.62964,0.28894,0.35219
B,1.0753e+19,16.685,1.4003,0.25339,0.44818
B,1.4542e+19,6.4521,0.21392,0.26777,0.40809
B,1.1805e+19,17.598,1.1309,0.19469,0.62262
B,1.1316e+19,7.7891,0.75333,0.29195,0.34458
B,1.3433e+19,6.401,0.45444,0.23324,0.5066
B,9.2021e+18,15.608,0.75663,0.2207,0.54396
B,1.6132e+19,13.91,2.0597,0.22622,0.52745
B,1.7391e+19,9.3974,1.2524,0.3087,0.30385
B,1.5522e+19,10.414,1.3341,0.27083,0.39977
B,1.8803e+19,8.9488,1.4491,0.25565,0.44178
B,1.1798e+19,6.3189,0.47588,0.23887,0.49004
B,8.3168e+18,12.4,0.44297,0.18419,0.65438
B,1.1907e+19,15.52,0.84566,0.30925,0.30257
B,9.504e+18,14.529,0.41089,0.25714,0.43757
B,1.2652e+19,9.1588,0.27637,0.21952,0.54751
B,1.3757e+19,15.578,2.0294,0.23815,0.49217
B,1.0447e+19,9.4149,0.66455,0.25395,0.44657
B,9.7939e+18,9.6213,0.38301,0.2217,0.54097
B,1.3856e+19,6.5074,0.49383,0.26711,0.40989
B,1.3659e+19,9.4901,0.9632,0.24631,0.46845
B,1.4047e+19,10.707,1.4082,0.14607,0.76589
B,7.165e+18,15.237,0.38633,0.28577,0.36031
B,7.6479e+18,17.419,0.50061,0.30984,0.30119
B,1.2742e+19,7.1387,0.091214,0.29476,0.33755
B,1.6742e+19,8.7811,1.3729,0.14735,0.76232
B,1.5321e+19,6.121,1.1582,0.25734,0.43701
B,9.4259e+18,5.4212,0.26812,0.23253,0.50871
B,1.6427e+19,9.6973,0.74474,0.30808,0.3053
B,1.1416e+19,11.963,1.7263,0.18139,0.6628
B,1.429e+19,9.103,1.7533,0.30463,0.31348
B,7.4473e+18,14.864,0.36896,0.22775,0.52288
B,1.3516e+19,7.0467,0.70785,0.21956,0.54741
B,5.0514e+18,17.873,0.38896,0.21323,0.56648
B,9.5502e+18,12.85,0.64196,0.28675,0.3578
B,6.0885e+18,12.713,0.31041,0.28462,0.36327
B,1.9319e+19,43.786,4.0107,0.27402,0.39118
B,1.7075e+19,10.206,1.1608,0.26434,0.4175
B,6.6561e+18,41.94,0.57523,0.2874,0.35613
B,1.1719e+19,18.076,1.8917,0.28108,0.37247
B,1.0246e+19,12.708,0.792,0.14884,0.75811
B,8.953e+18,8.8007,0.053824,0.21465,0.56219
B,1.6231e+19,10.322,1.6038,0.18955,0.63818
B,8.2769e+18,15.17,0.10255,0.29281,0.34242
B,9.4206e+18,10.299,0.18192,0.29059,0.348
B,3.6109e+18,23.586,0.19244,0.30856,0.30418
B,1.1037e+19,7.7653,0.24731,0.28078,0.37327
B,1.7449e+19,9.0889,1.6013,0.1879,0.64317
B,2.0161e+19,31.627,3.0708,0.24252,0.47941
B,8.4146e+18,13.154,0.20546,0.16103,0.72316
B,1.0197e+19,18.426,1.3284,0.21442,0.56288
B,4.8598e+18,33.773,0.168,0.29143,0.34589
B,9.3575e+18,7.7062,0.35852,0.2675,0.40884
B,1.2814e+19,7.1314,0.90106,0.27737,0.38224
B,8.1894e+18,10.721,0.25876,0.29524,0.33636
B,4.584e+18,16.311,0.57036,0.26544,0.41449
B,7.427e+18,14.437,0.8222,0.26084,0.42723
B,6.1089e+18,19.641,9.2065e-05,0.3096,0.30175
B,7.1089e+18,12.323,0.23154,0.29648,0.33328
B,9.0612e+18,9.5404,0.066041,0.29946,0.32598
B,1.1851e+19,7.691,0.3877,0.13164,0.80524
B,9.9161e+18,10.095,0.26187,0.26349,0.41985
B,1.058e+19,6.4084,0.07491,0.21337,0.56606
B,1.3056e+19,7.9094,0.79386,0.30305,0.31727
B,1.1858e+19,29.242,1.5612,0.28922,0.35149
B,1.2372e+19,4.2818,0.072481,0.30281,0.31784
B,1.2379e+19,13.571,1.7957,0.27095,0.39945
B,8.4829e+18,9.6275,0.48617,0.20836,0.5812
B,8.9959e+18,13.188,0.61681,0.27574,0.38657
B,1.4444e+19,6.8241,0.82073,0.1999,0.60682
B,6.1878e+18,15.807,0.29146,0.17781,0.67353
B,1.524e+19,9.8673,1.016,0.24987,0.4582
B,2.5002e+19,12.145,4.3556,0.21312,0.5668
B,1.2555e+19,14.671,0.77989,0.29251,0.34318
B,1.6052e+19,9.1209,1.2094,0.17998,0.66704
B,1.3262e+19,12.41,1.063,0.20838,0.58112
B,2.1009e+19,8.9968,2.0675,0.27712,0.38293
B,4.735e+18,25.779,0.061299,0.18734,0.64487
B,7.8804e+18,20.168,0.49934,0.2396,0.48791
B,1.3698e+19,65.457,3.1249,0.28076,0.37332
B,1.5718e+19,12.188,2.5762,0.20976,0.57697
B,1.088e+19,14.274,0.89884,0.31012,0.30053
B,1.2952e+19,19.08,1.2434,0.27263,0.39492
B,1.375e+19,4.6101,0.3429,0.19235,0.62971
B,5.9515e+18,18.016,0.2192,0.22813,0.52175
B,1.2693e+19,6.5911,0.18015,0.2179,0.55238
B,6.7257e+18,9.6738,0.51398,0.29117,0.34654
B,1.1466e+19,13.199,0.52374,0.30687,0.30817
B,1.6254e+19,6.6956,0.74434,0.16006,0.72597
B,1.2091e+19,7.1356,0.81131,0.29294,0.3421
B,1.9272e+19,46.026,3.9612,0.30077,0.32278
B,8.3459e+18,32.445,0.76307,0.23037,0.51511
B,8.2613e+18,58.305,0.85414,0.24956,0.45908
B,1.9533e+19,13.164,2.5506,0.26731,0.40935
B,1.6099e+19,11.799,2.2224,0.2647,0.41652
B,1.292e+19,9.658,1.208,0.23733,0.49456
B,4.5243e+18,17.003,0.15435,0.16796,0.70283
B,1.4509e+19,8.0482,0.5797,0.21586,0.55852
B,6.8896e+18,15.31,0.61739,0.20027,0.6057
B,1.3476e+19,12.054,1.4163,0.24789,0.46389
B,1.6468e+19,10.529,2.3823,0.19058,0.63507
B,1.8667e+19,10.675,1.9544,0.18665,0.64696
B,1.1677e+19,9.15,1.1419,0.27738,0.38223
B,1.4581e+19,9.366,0.60421,0.22184,0.54056
B,1.4294e+19,16.321,2.0384,0.25508,0.44339
B,1.9127e+19,3.8582,0.061597,0.21652,0.55655
B,1.7849e+19,6.9978,0.90522,0.19684,0.61613
B,1.0752e+19,6.295,0.45836,0.25894,0.43253
B,1.6249e+19,19.945,2.5773,0.30874,0.30375
B,1.2744e+19,19.19,2.0222,0.26545,0.41446
B,1.2925e+19,9.4236,1.1819,0.30113,0.3219
B,2.0568e+19,8.1459,2.8779,0.21925,0.54834
B,1.257e+19,3.8552,0.15839,0.30107,0.32205
B,1.5146e+19,12.387,1.913,0.2579,0.43544
B,1.1943e+19,9.065,0.36831,0.30792,0.30569
B,1.8125e+19,11.512,2.5111,0.27587,0.38624
B,1.3273e+19,24.917,2.2494,0.26517,0.41522
B,8.5576e+18,12.407,0.61845,0.2583,0.43432
B,1.0874e+19,8.9003,0.72075,0.30585,0.31059
B,1.1533e+19,9.8709,0.97503,0.21402,0.56408
B,1.033e+19,11.091,0.70173,0.25635,0.43979
B,1.0248e+19,8.58,0.57887,0.25871,0.43317
B,6.7477e+18,27.224,0.42193,0.29409,0.33923
B,7.245e+18,10.144,0.57173,0.21755,0.55344
B,1.7604e+19,11.303,1.3656,0.26433,0.41755
B,1.1521e+19,8.647,0.086257,0.26577,0.41357
B,1.5335e+19,7.2775,1.155,0.18758,0.64415
B,1.5915e+19,9.9515,2.3859,0.27753,0.38182
B,1.2996e+19,24.154,1.5176,0.27334,0.39301
B,1.4182e+19,12.446,1.6059,0.30728,0.30719
B,7.9578e+18,10.47,0.50512,0.24676,0.46712
B,1.0098e+19,8.8181,0.22549,0.21196,0.57029
B,1.3083e+19,11.223,0.77754,0.25878,0.43298
B,1.2185e+19,9.6807,1.1642,0.20627,0.58753
B,1.7887e+19,7.7223,1.5643,0.29246,0.3433
