lon_e,lat_n,conc_items_m3,conc_mg_m3,conc_armonizada_items_m3,fecha_muestreo,rio,malla,metodo,referencia,malla_um,anio,region_aprox
107.75,-7.06,5330.0,,5330.0,2017October November,Ciwalengke River,50µm-2000µm,Pump,"Alam F C, Sembiring E, Muntalif B S, et al. Microplastic distribution in surface water and sediment river around slum and industrial area (case study: Ciwalengke River, Majalaya district, Indonesia)[J]. Chemosphere, 2019, 224: 637-645.",50.0,2017.0,Oceanía
107.75,-7.06,6330.0,,6330.0,2017October November,Ciwalengke River,50µm-2000µm,Pump,"Alam F C, Sembiring E, Muntalif B S, et al. Microplastic distribution in surface water and sediment river around slum and industrial area (case study: Ciwalengke River, Majalaya district, Indonesia)[J]. Chemosphere, 2019, 224: 637-645.",50.0,2017.0,Oceanía
107.75,-7.05,7000.0,,7000.0,2017October November,Ciwalengke River,50µm-2000µm,Pump,"Alam F C, Sembiring E, Muntalif B S, et al. Microplastic distribution in surface water and sediment river around slum and industrial area (case study: Ciwalengke River, Majalaya district, Indonesia)[J]. Chemosphere, 2019, 224: 637-645.",50.0,2017.0,Oceanía
107.75,-7.05,6000.0,,6000.0,2017October November,Ciwalengke River,50µm-2000µm,Pump,"Alam F C, Sembiring E, Muntalif B S, et al. Microplastic distribution in surface water and sediment river around slum and industrial area (case study: Ciwalengke River, Majalaya district, Indonesia)[J]. Chemosphere, 2019, 224: 637-645.",50.0,2017.0,Oceanía
107.75,-7.05,6000.0,,6000.0,2017October November,Ciwalengke River,50µm-2000µm,Pump,"Alam F C, Sembiring E, Muntalif B S, et al. Microplastic distribution in surface water and sediment river around slum and industrial area (case study: Ciwalengke River, Majalaya district, Indonesia)[J]. Chemosphere, 2019, 224: 637-645.",50.0,2017.0,Oceanía
107.75,-7.04,5330.0,,5330.0,2017October November,Ciwalengke River,50µm-2000µm,Pump,"Alam F C, Sembiring E, Muntalif B S, et al. Microplastic distribution in surface water and sediment river around slum and industrial area (case study: Ciwalengke River, Majalaya district, Indonesia)[J]. Chemosphere, 2019, 224: 637-645.",50.0,2017.0,Oceanía
107.74,-7.04,7000.0,,7000.0,2017October November,Ciwalengke River,50µm-2000µm,Pump,"Alam F C, Sembiring E, Muntalif B S, et al. Microplastic distribution in surface water and sediment river around slum and industrial area (case study: Ciwalengke River, Majalaya district, Indonesia)[J]. Chemosphere, 2019, 224: 637-645.",50.0,2017.0,Oceanía
121.5,31.38,38870.0,,37347.9,2018September18 28 October4,Huangpu River,10µm,Pump,"Zhang J, Zhang C, Deng Y, et al. Microplastics in the surface water of small-scale estuaries in Shanghai[J]. Marine Pollution Bulletin, 2019, 149: 110569.",10.0,2018.0,Asia
121.76,31.22,24130.0,,23185.1,2018September18 28 October4,Chuanyang River,10µm,Pump,"Zhang J, Zhang C, Deng Y, et al. Microplastics in the surface water of small-scale estuaries in Shanghai[J]. Marine Pollution Bulletin, 2019, 149: 110569.",10.0,2018.0,Asia
121.92,31.0,17870.0,,17170.24,2018September18 28 October4,Dazhi River,10µm,Pump,"Zhang J, Zhang C, Deng Y, et al. Microplastics in the surface water of small-scale estuaries in Shanghai[J]. Marine Pollution Bulletin, 2019, 149: 110569.",10.0,2018.0,Asia
121.85,30.85,14600.0,,14028.28,2018September18 28 October4,Luchao Port,10µm,Pump,"Zhang J, Zhang C, Deng Y, et al. Microplastics in the surface water of small-scale estuaries in Shanghai[J]. Marine Pollution Bulletin, 2019, 149: 110569.",10.0,2018.0,Asia
121.53,30.82,27770.0,,26682.57,2018September18 28 October4,Jinhui Port,10µm,Pump,"Zhang J, Zhang C, Deng Y, et al. Microplastics in the surface water of small-scale estuaries in Shanghai[J]. Marine Pollution Bulletin, 2019, 149: 110569.",10.0,2018.0,Asia
121.38,30.74,44930.0,,43170.6,2018September18 28 October4,Longquan Port,10µm,Pump,"Zhang J, Zhang C, Deng Y, et al. Microplastics in the surface water of small-scale estuaries in Shanghai[J]. Marine Pollution Bulletin, 2019, 149: 110569.",10.0,2018.0,Asia
121.74,31.26,13530.0,,13000.18,2018September18 28 October4,Zhangjiabang,10µm,Pump,"Zhang J, Zhang C, Deng Y, et al. Microplastics in the surface water of small-scale estuaries in Shanghai[J]. Marine Pollution Bulletin, 2019, 149: 110569.",10.0,2018.0,Asia
105.95,27.74,6500.0,,6869.69,2020,Chishui River,75µm,Pump,"Li J, Ouyang Z, Liu P, et al. Distribution and characteristics of microplastics in the basin of Chishui River in Renhuai, China[J]. Science of The Total Environment, 2021, 773: 145591.",75.0,2020.0,Asia
106.07,27.78,8170.0,,8634.67,2020,Chishui River,75µm,Pump,"Li J, Ouyang Z, Liu P, et al. Distribution and characteristics of microplastics in the basin of Chishui River in Renhuai, China[J]. Science of The Total Environment, 2021, 773: 145591.",75.0,2020.0,Asia
106.14,27.77,2270.0,,2399.11,2020,Chishui River,75µm,Pump,"Li J, Ouyang Z, Liu P, et al. Distribution and characteristics of microplastics in the basin of Chishui River in Renhuai, China[J]. Science of The Total Environment, 2021, 773: 145591.",75.0,2020.0,Asia
106.22,27.76,14330.0,,15145.01,2020,Chishui River,75µm,Pump,"Li J, Ouyang Z, Liu P, et al. Distribution and characteristics of microplastics in the basin of Chishui River in Renhuai, China[J]. Science of The Total Environment, 2021, 773: 145591.",75.0,2020.0,Asia
106.27,27.78,14030.0,,14827.95,2020,Chishui River,75µm,Pump,"Li J, Ouyang Z, Liu P, et al. Distribution and characteristics of microplastics in the basin of Chishui River in Renhuai, China[J]. Science of The Total Environment, 2021, 773: 145591.",75.0,2020.0,Asia
106.3,27.81,8530.0,,9015.14,2020,Chishui River,75µm,Pump,"Li J, Ouyang Z, Liu P, et al. Distribution and characteristics of microplastics in the basin of Chishui River in Renhuai, China[J]. Science of The Total Environment, 2021, 773: 145591.",75.0,2020.0,Asia
106.36,27.84,13500.0,,14267.81,2020,Chishui River,75µm,Pump,"Li J, Ouyang Z, Liu P, et al. Distribution and characteristics of microplastics in the basin of Chishui River in Renhuai, China[J]. Science of The Total Environment, 2021, 773: 145591.",75.0,2020.0,Asia
106.38,27.86,12930.0,,13665.39,2020,Chishui River,75µm,Pump,"Li J, Ouyang Z, Liu P, et al. Distribution and characteristics of microplastics in the basin of Chishui River in Renhuai, China[J]. Science of The Total Environment, 2021, 773: 145591.",75.0,2020.0,Asia
106.38,27.87,6330.0,,6690.02,2020,Chishui River,75µm,Pump,"Li J, Ouyang Z, Liu P, et al. Distribution and characteristics of microplastics in the basin of Chishui River in Renhuai, China[J]. Science of The Total Environment, 2021, 773: 145591.",75.0,2020.0,Asia
106.38,27.87,7300.0,,7715.19,2020,Chishui River,75µm,Pump,"Li J, Ouyang Z, Liu P, et al. Distribution and characteristics of microplastics in the basin of Chishui River in Renhuai, China[J]. Science of The Total Environment, 2021, 773: 145591.",75.0,2020.0,Asia
106.38,27.88,4230.0,,4470.58,2020,Chishui River,75µm,Pump,"Li J, Ouyang Z, Liu P, et al. Distribution and characteristics of microplastics in the basin of Chishui River in Renhuai, China[J]. Science of The Total Environment, 2021, 773: 145591.",75.0,2020.0,Asia
106.37,27.9,3300.0,,3487.69,2020,Chishui River,75µm,Pump,"Li J, Ouyang Z, Liu P, et al. Distribution and characteristics of microplastics in the basin of Chishui River in Renhuai, China[J]. Science of The Total Environment, 2021, 773: 145591.",75.0,2020.0,Asia
106.37,27.91,10130.0,,10706.14,2020,Chishui River,75µm,Pump,"Li J, Ouyang Z, Liu P, et al. Distribution and characteristics of microplastics in the basin of Chishui River in Renhuai, China[J]. Science of The Total Environment, 2021, 773: 145591.",75.0,2020.0,Asia
106.36,27.91,3100.0,,3276.31,2020,Chishui River,75µm,Pump,"Li J, Ouyang Z, Liu P, et al. Distribution and characteristics of microplastics in the basin of Chishui River in Renhuai, China[J]. Science of The Total Environment, 2021, 773: 145591.",75.0,2020.0,Asia
106.35,27.94,4830.0,,5104.7,2020,Chishui River,75µm,Pump,"Li J, Ouyang Z, Liu P, et al. Distribution and characteristics of microplastics in the basin of Chishui River in Renhuai, China[J]. Science of The Total Environment, 2021, 773: 145591.",75.0,2020.0,Asia
106.34,27.97,4370.0,,4618.54,2020,Chishui River,75µm,Pump,"Li J, Ouyang Z, Liu P, et al. Distribution and characteristics of microplastics in the basin of Chishui River in Renhuai, China[J]. Science of The Total Environment, 2021, 773: 145591.",75.0,2020.0,Asia
106.34,27.99,5200.0,,5495.75,2020,Chishui River,75µm,Pump,"Li J, Ouyang Z, Liu P, et al. Distribution and characteristics of microplastics in the basin of Chishui River in Renhuai, China[J]. Science of The Total Environment, 2021, 773: 145591.",75.0,2020.0,Asia
106.34,28.0,1770.0,,1870.67,2020,Chishui River,75µm,Pump,"Li J, Ouyang Z, Liu P, et al. Distribution and characteristics of microplastics in the basin of Chishui River in Renhuai, China[J]. Science of The Total Environment, 2021, 773: 145591.",75.0,2020.0,Asia
106.33,28.02,3530.0,,3730.77,2020,Chishui River,75µm,Pump,"Li J, Ouyang Z, Liu P, et al. Distribution and characteristics of microplastics in the basin of Chishui River in Renhuai, China[J]. Science of The Total Environment, 2021, 773: 145591.",75.0,2020.0,Asia
106.33,28.02,2730.0,,2885.27,2020,Chishui River,75µm,Pump,"Li J, Ouyang Z, Liu P, et al. Distribution and characteristics of microplastics in the basin of Chishui River in Renhuai, China[J]. Science of The Total Environment, 2021, 773: 145591.",75.0,2020.0,Asia
106.3,28.05,2630.0,,2779.58,2020,Chishui River,75µm,Pump,"Li J, Ouyang Z, Liu P, et al. Distribution and characteristics of microplastics in the basin of Chishui River in Renhuai, China[J]. Science of The Total Environment, 2021, 773: 145591.",75.0,2020.0,Asia
106.23,28.11,4300.0,,4544.56,2020,Chishui River,75µm,Pump,"Li J, Ouyang Z, Liu P, et al. Distribution and characteristics of microplastics in the basin of Chishui River in Renhuai, China[J]. Science of The Total Environment, 2021, 773: 145591.",75.0,2020.0,Asia
106.21,28.13,2200.0,,2325.12,2020,Chishui River,75µm,Pump,"Li J, Ouyang Z, Liu P, et al. Distribution and characteristics of microplastics in the basin of Chishui River in Renhuai, China[J]. Science of The Total Environment, 2021, 773: 145591.",75.0,2020.0,Asia
106.17,28.15,2270.0,,2399.11,2020,Chishui River,75µm,Pump,"Li J, Ouyang Z, Liu P, et al. Distribution and characteristics of microplastics in the basin of Chishui River in Renhuai, China[J]. Science of The Total Environment, 2021, 773: 145591.",75.0,2020.0,Asia
104.46,30.83,2490.99,,2490.99,2019,Tuojiang River,50µm,Pump,"Zhou G, Wang Q, Zhang J, et al. Distribution and characteristics of microplastics in urban waters of seven cities in the Tuojiang River basin, China[J]. Environmental Research, 2020, 189: 109893.",50.0,2019.0,Asia
104.46,30.83,2490.99,,2490.99,2019,Tuojiang River,50µm,Pump,"Zhou G, Wang Q, Zhang J, et al. Distribution and characteristics of microplastics in urban waters of seven cities in the Tuojiang River basin, China[J]. Environmental Research, 2020, 189: 109893.",50.0,2019.0,Asia
104.46,30.83,2490.99,,2490.99,2019,Tuojiang River,50µm,Pump,"Zhou G, Wang Q, Zhang J, et al. Distribution and characteristics of microplastics in urban waters of seven cities in the Tuojiang River basin, China[J]. Environmental Research, 2020, 189: 109893.",50.0,2019.0,Asia
104.56,30.39,1823.2,,1823.2,2019,Tuojiang River,50µm,Pump,"Zhou G, Wang Q, Zhang J, et al. Distribution and characteristics of microplastics in urban waters of seven cities in the Tuojiang River basin, China[J]. Environmental Research, 2020, 189: 109893.",50.0,2019.0,Asia
104.56,30.39,1823.2,,1823.2,2019,Tuojiang River,50µm,Pump,"Zhou G, Wang Q, Zhang J, et al. Distribution and characteristics of microplastics in urban waters of seven cities in the Tuojiang River basin, China[J]. Environmental Research, 2020, 189: 109893.",50.0,2019.0,Asia
104.56,30.39,1823.2,,1823.2,2019,Tuojiang River,50µm,Pump,"Zhou G, Wang Q, Zhang J, et al. Distribution and characteristics of microplastics in urban waters of seven cities in the Tuojiang River basin, China[J]. Environmental Research, 2020, 189: 109893.",50.0,2019.0,Asia
104.66,30.1,3395.27,,3395.27,2019,Tuojiang River,50µm,Pump,"Zhou G, Wang Q, Zhang J, et al. Distribution and characteristics of microplastics in urban waters of seven cities in the Tuojiang River basin, China[J]. Environmental Research, 2020, 189: 109893.",50.0,2019.0,Asia
104.67,30.09,3395.27,,3395.27,2019,Tuojiang River,50µm,Pump,"Zhou G, Wang Q, Zhang J, et al. Distribution and characteristics of microplastics in urban waters of seven cities in the Tuojiang River basin, China[J]. Environmental Research, 2020, 189: 109893.",50.0,2019.0,Asia
104.66,30.1,3395.27,,3395.27,2019,Tuojiang River,50µm,Pump,"Zhou G, Wang Q, Zhang J, et al. Distribution and characteristics of microplastics in urban waters of seven cities in the Tuojiang River basin, China[J]. Environmental Research, 2020, 189: 109893.",50.0,2019.0,Asia
104.84,29.77,1740.51,,1740.51,2019,Tuojiang River,50µm,Pump,"Zhou G, Wang Q, Zhang J, et al. Distribution and characteristics of microplastics in urban waters of seven cities in the Tuojiang River basin, China[J]. Environmental Research, 2020, 189: 109893.",50.0,2019.0,Asia
104.85,29.77,1740.51,,1740.51,2019,Tuojiang River,50µm,Pump,"Zhou G, Wang Q, Zhang J, et al. Distribution and characteristics of microplastics in urban waters of seven cities in the Tuojiang River basin, China[J]. Environmental Research, 2020, 189: 109893.",50.0,2019.0,Asia
104.85,29.77,1740.51,,1740.51,2019,Tuojiang River,50µm,Pump,"Zhou G, Wang Q, Zhang J, et al. Distribution and characteristics of microplastics in urban waters of seven cities in the Tuojiang River basin, China[J]. Environmental Research, 2020, 189: 109893.",50.0,2019.0,Asia
105.07,29.57,911.57,,911.57,2019,Tuojiang River,50µm,Pump,"Zhou G, Wang Q, Zhang J, et al. Distribution and characteristics of microplastics in urban waters of seven cities in the Tuojiang River basin, China[J]. Environmental Research, 2020, 189: 109893.",50.0,2019.0,Asia
105.08,29.58,911.57,,911.57,2019,Tuojiang River,50µm,Pump,"Zhou G, Wang Q, Zhang J, et al. Distribution and characteristics of microplastics in urban waters of seven cities in the Tuojiang River basin, China[J]. Environmental Research, 2020, 189: 109893.",50.0,2019.0,Asia
105.08,29.58,911.57,,911.57,2019,Tuojiang River,50µm,Pump,"Zhou G, Wang Q, Zhang J, et al. Distribution and characteristics of microplastics in urban waters of seven cities in the Tuojiang River basin, China[J]. Environmental Research, 2020, 189: 109893.",50.0,2019.0,Asia
104.98,29.18,1518.46,,1518.46,2019,Tuojiang River,50µm,Pump,"Zhou G, Wang Q, Zhang J, et al. Distribution and characteristics of microplastics in urban waters of seven cities in the Tuojiang River basin, China[J]. Environmental Research, 2020, 189: 109893.",50.0,2019.0,Asia
104.99,29.18,1518.46,,1518.46,2019,Tuojiang River,50µm,Pump,"Zhou G, Wang Q, Zhang J, et al. Distribution and characteristics of microplastics in urban waters of seven cities in the Tuojiang River basin, China[J]. Environmental Research, 2020, 189: 109893.",50.0,2019.0,Asia
