year,sex,region,obesity_pct,obesity_lo95,obesity_hi95,grupo_edad
1998,Boys,Latin America and the Caribbean,9.07,7.9,10.32,ninos
1999,Boys,Latin America and the Caribbean,9.58,8.47,10.76,ninos
2000,Boys,Latin America and the Caribbean,10.11,9.04,11.22,ninos
2001,Boys,Latin America and the Caribbean,10.66,9.64,11.73,ninos
2002,Boys,Latin America and the Caribbean,11.21,10.24,12.27,ninos
2003,Boys,Latin America and the Caribbean,11.79,10.82,12.81,ninos
2004,Boys,Latin America and the Caribbean,12.38,11.44,13.4,ninos
2005,Boys,Latin America and the Caribbean,12.99,12.06,13.98,ninos
2006,Boys,Latin America and the Caribbean,13.6,12.69,14.6,ninos
2007,Boys,Latin America and the Caribbean,14.21,13.29,15.21,ninos
2008,Boys,Latin America and the Caribbean,14.82,13.89,15.82,ninos
2009,Boys,Latin America and the Caribbean,15.41,14.47,16.41,ninos
2010,Boys,Latin America and the Caribbean,16.0,15.07,16.99,ninos
2011,Boys,Latin America and the Caribbean,16.57,15.64,17.56,ninos
2012,Boys,Latin America and the Caribbean,17.12,16.18,18.11,ninos
2013,Boys,Latin America and the Caribbean,17.66,16.71,18.65,ninos
2014,Boys,Latin America and the Caribbean,18.2,17.24,19.19,ninos
2015,Boys,Latin America and the Caribbean,18.73,17.78,19.71,ninos
2016,Boys,Latin America and the Caribbean,19.26,18.27,20.29,ninos
2017,Boys,Latin America and the Caribbean,19.8,18.8,20.85,ninos
2018,Boys,Latin America and the Caribbean,20.35,19.32,21.41,ninos
2019,Boys,Latin America and the Caribbean,20.91,19.83,22.04,ninos
2020,Boys,Latin America and the Caribbean,21.47,20.3,22.7,ninos
2021,Boys,Latin America and the Caribbean,22.02,20.71,23.36,ninos
2022,Boys,Latin America and the Caribbean,22.55,21.05,24.1,ninos
2023,Boys,Latin America and the Caribbean,23.07,21.31,24.86,ninos
2024,Boys,Latin America and the Caribbean,23.58,21.51,25.66,ninos
1980,Boys,Pacific island nations,2.88,0.67,9.06,ninos
1981,Boys,Pacific island nations,2.99,0.74,9.24,ninos
1982,Boys,Pacific island nations,3.11,0.82,9.33,ninos
1983,Boys,Pacific island nations,3.24,0.9,9.48,ninos
1984,Boys,Pacific island nations,3.37,0.99,9.58,ninos
1985,Boys,Pacific island nations,3.52,1.06,9.76,ninos
1986,Boys,Pacific island nations,3.68,1.15,9.91,ninos
1987,Boys,Pacific island nations,3.85,1.25,10.19,ninos
1988,Boys,Pacific island nations,4.04,1.36,10.36,ninos
1989,Boys,Pacific island nations,4.25,1.47,10.53,ninos
1990,Boys,Pacific island nations,4.47,1.58,10.86,ninos
1991,Boys,Pacific island nations,4.7,1.72,11.18,ninos
1992,Boys,Pacific island nations,4.94,1.85,11.55,ninos
1993,Boys,Pacific island nations,5.19,1.98,11.93,ninos
1994,Boys,Pacific island nations,5.45,2.12,12.19,ninos
1995,Boys,Pacific island nations,5.73,2.26,12.59,ninos
1996,Boys,Pacific island nations,6.02,2.42,13.1,ninos
1997,Boys,Pacific island nations,6.33,2.58,13.67,ninos
1998,Boys,Pacific island nations,6.66,2.74,14.26,ninos
1999,Boys,Pacific island nations,7.01,2.91,14.79,ninos
2000,Boys,Pacific island nations,7.37,3.08,15.46,ninos
2001,Boys,Pacific island nations,7.75,3.27,16.21,ninos
2002,Boys,Pacific island nations,8.14,3.44,17.02,ninos
2003,Boys,Pacific island nations,8.55,3.61,17.71,ninos
2004,Boys,Pacific island nations,8.97,3.8,18.44,ninos
2005,Boys,Pacific island nations,9.41,3.99,19.12,ninos
2006,Boys,Pacific island nations,9.84,4.16,19.86,ninos
2007,Boys,Pacific island nations,10.29,4.35,20.54,ninos
2008,Boys,Pacific island nations,10.74,4.52,21.39,ninos
2009,Boys,Pacific island nations,11.2,4.7,22.1,ninos
2010,Boys,Pacific island nations,11.65,4.86,22.94,ninos
2011,Boys,Pacific island nations,12.1,5.02,23.56,ninos
2012,Boys,Pacific island nations,12.55,5.15,24.4,ninos
2013,Boys,Pacific island nations,12.99,5.3,25.07,ninos
2014,Boys,Pacific island nations,13.44,5.43,25.93,ninos
2015,Boys,Pacific island nations,13.91,5.57,26.67,ninos
2016,Boys,Pacific island nations,14.38,5.68,27.54,ninos
2017,Boys,Pacific island nations,14.87,5.83,28.5,ninos
2018,Boys,Pacific island nations,15.37,5.97,29.52,ninos
2019,Boys,Pacific island nations,15.87,6.09,30.46,ninos
2020,Boys,Pacific island nations,16.38,6.21,31.57,ninos
2021,Boys,Pacific island nations,16.89,6.27,32.53,ninos
2022,Boys,Pacific island nations,17.39,6.42,33.52,ninos
2023,Boys,Pacific island nations,17.89,6.49,34.48,ninos
2024,Boys,Pacific island nations,18.39,6.48,35.6,ninos
1980,Boys,South Asia,0.21,0.1,0.43,ninos
1981,Boys,South Asia,0.22,0.1,0.42,ninos
1982,Boys,South Asia,0.22,0.11,0.41,ninos
1983,Boys,South Asia,0.23,0.12,0.42,ninos
1984,Boys,South Asia,0.24,0.13,0.42,ninos
1985,Boys,South Asia,0.25,0.14,0.43,ninos
1986,Boys,South Asia,0.26,0.15,0.44,ninos
1987,Boys,South Asia,0.28,0.17,0.45,ninos
1988,Boys,South Asia,0.29,0.18,0.47,ninos
1989,Boys,South Asia,0.31,0.2,0.48,ninos
1990,Boys,South Asia,0.33,0.21,0.5,ninos
1991,Boys,South Asia,0.35,0.23,0.53,ninos
1992,Boys,South Asia,0.38,0.25,0.56,ninos
1993,Boys,South Asia,0.41,0.28,0.6,ninos
1994,Boys,South Asia,0.45,0.3,0.64,ninos
1995,Boys,South Asia,0.49,0.34,0.69,ninos
1996,Boys,South Asia,0.54,0.38,0.75,ninos
1997,Boys,South Asia,0.6,0.43,0.82,ninos
1998,Boys,South Asia,0.67,0.49,0.9,ninos
1999,Boys,South Asia,0.75,0.56,1.0,ninos
2000,Boys,South Asia,0.85,0.65,1.1,ninos
2001,Boys,South Asia,0.96,0.75,1.22,ninos
2002,Boys,South Asia,1.09,0.87,1.36,ninos
2003,Boys,South Asia,1.24,1.0,1.52,ninos
2004,Boys,South Asia,1.4,1.14,1.69,ninos
2005,Boys,South Asia,1.57,1.3,1.87,ninos
2006,Boys,South Asia,1.74,1.46,2.07,ninos
2007,Boys,South Asia,1.93,1.63,2.27,ninos
2008,Boys,South Asia,2.12,1.8,2.48,ninos
2009,Boys,South Asia,2.32,1.98,2.69,ninos
2010,Boys,South Asia,2.51,2.17,2.9,ninos
2011,Boys,South Asia,2.72,2.36,3.13,ninos
2012,Boys,South Asia,2.93,2.55,3.35,ninos
2013,Boys,South Asia,3.14,2.76,3.58,ninos
2014,Boys,South Asia,3.37,2.96,3.84,ninos
2015,Boys,South Asia,3.62,3.17,4.12,ninos
2016,Boys,South Asia,3.89,3.39,4.43,ninos
2017,Boys,South Asia,4.17,3.6,4.79,ninos
2018,Boys,South Asia,4.48,3.82,5.19,ninos
2019,Boys,South Asia,4.79,4.01,5.65,ninos
2020,Boys,South Asia,5.12,4.19,6.12,ninos
2021,Boys,South Asia,5.45,4.37,6.67,ninos
2022,Boys,South Asia,5.79,4.52,7.25,ninos
2023,Boys,South Asia,6.14,4.62,7.88,ninos
2024,Boys,South Asia,6.51,4.75,8.56,ninos
1980,Boys,Sub-Saharan Africa,0.23,0.05,0.7,ninos
1981,Boys,Sub-Saharan Africa,0.24,0.06,0.7,ninos
1982,Boys,Sub-Saharan Africa,0.25,0.07,0.69,ninos
1983,Boys,Sub-Saharan Africa,0.27,0.08,0.7,ninos
1984,Boys,Sub-Saharan Africa,0.28,0.09,0.71,ninos
1985,Boys,Sub-Saharan Africa,0.3,0.1,0.72,ninos
1986,Boys,Sub-Saharan Africa,0.32,0.12,0.73,ninos
1987,Boys,Sub-Saharan Africa,0.35,0.14,0.75,ninos
1988,Boys,Sub-Saharan Africa,0.38,0.16,0.78,ninos
1989,Boys,Sub-Saharan Africa,0.41,0.19,0.82,ninos
1990,Boys,Sub-Saharan Africa,0.45,0.22,0.85,ninos
1991,Boys,Sub-Saharan Africa,0.49,0.25,0.9,ninos
1992,Boys,Sub-Saharan Africa,0.54,0.29,0.94,ninos
1993,Boys,Sub-Saharan Africa,0.59,0.33,1.0,ninos
1994,Boys,Sub-Saharan Africa,0.65,0.38,1.06,ninos
1995,Boys,Sub-Saharan Africa,0.71,0.44,1.13,ninos
1996,Boys,Sub-Saharan Africa,0.78,0.5,1.2,ninos
1997,Boys,Sub-Saharan Africa,0.86,0.56,1.29,ninos
1998,Boys,Sub-Saharan Africa,0.94,0.63,1.38,ninos
1999,Boys,Sub-Saharan Africa,1.04,0.72,1.47,ninos
2000,Boys,Sub-Saharan Africa,1.14,0.8,1.58,ninos
2001,Boys,Sub-Saharan Africa,1.24,0.9,1.71,ninos
2002,Boys,Sub-Saharan Africa,1.36,0.99,1.84,ninos
2003,Boys,Sub-Saharan Africa,1.48,1.1,1.97,ninos
2004,Boys,Sub-Saharan Africa,1.6,1.2,2.1,ninos
2005,Boys,Sub-Saharan Africa,1.73,1.31,2.24,ninos
2006,Boys,Sub-Saharan Africa,1.85,1.43,2.38,ninos
2007,Boys,Sub-Saharan Africa,1.97,1.53,2.51,ninos
2008,Boys,Sub-Saharan Africa,2.08,1.63,2.63,ninos
2009,Boys,Sub-Saharan Africa,2.18,1.72,2.75,ninos
2010,Boys,Sub-Saharan Africa,2.27,1.8,2.85,ninos
2011,Boys,Sub-Saharan Africa,2.36,1.87,2.95,ninos
2012,Boys,Sub-Saharan Africa,2.44,1.93,3.05,ninos
2013,Boys,Sub-Saharan Africa,2.52,1.99,3.15,ninos
2014,Boys,Sub-Saharan Africa,2.6,2.04,3.27,ninos
2015,Boys,Sub-Saharan Africa,2.69,2.1,3.39,ninos
2016,Boys,Sub-Saharan Africa,2.8,2.18,3.56,ninos
2017,Boys,Sub-Saharan Africa,2.92,2.26,3.74,ninos
2018,Boys,Sub-Saharan Africa,3.06,2.33,3.96,ninos
2019,Boys,Sub-Saharan Africa,3.2,2.4,4.18,ninos
2020,Boys,Sub-Saharan Africa,3.36,2.48,4.44,ninos
2021,Boys,Sub-Saharan Africa,3.53,2.54,4.74,ninos
2022,Boys,Sub-Saharan Africa,3.7,2.61,5.07,ninos
2023,Boys,Sub-Saharan Africa,3.88,2.68,5.42,ninos
2024,Boys,Sub-Saharan Africa,4.08,2.75,5.82,ninos
