Species,disp,scenario,Lat50,Ele50
Bromus madritensis,Zoochor,2,1.826,2.729
Caulophyllum giganteum,Zoochor,12,-1.872,2.311
Rumex nivalis,Anemochor,9,-0.696,3.187
Conostylis festucacea,Autochor,1,-1.276,5.282
Clidemia heptamera,Anemochor,6,-2.604,4.518
Chamaedorea dammeriana,Zoochor,13,-1.087,2.78
Aphanostephus ramosissimus,Anemochor,1,2.335,3.957
Codonopsis bulleyana,Anemochor,15,5.391,3.864
Digitaria californica,Autochor,1,2.292,3.502
Sphaeralcea fulva,Anemochor,9,-0.505,3.623
Elaeodendron xylocarpum,Anemochor,8,4.593,5.233
Ocimum selloi,Autochor,15,2.911,4.668
Heisteria duckei,Zoochor,8,-3.713,7.866
Cryptanthus dianae,Zoochor,7,-3.399,4.908
Fischeria panamensis,Anemochor,14,-0.905,3.161
Orobanche canescens,Anemochor,3,2.896,2.999
Taraxacum glaucinum,Anemochor,9,-1.253,5.536
Baloskion tetraphyllum,Autochor,7,-2.34,4.17
Stachys plumosa,Autochor,5,3.176,2.196
Juniperus ashei,Zoochor,4,6.994,6.046
Fosterella micrantha,Anemochor,14,2.411,3.94
Piper ellipticolanceolatum,Zoochor,4,4.782,4.858
Peperomia pseudoestrellensis,Zoochor,4,3.769,3.847
Allenrolfea occidentalis,Autochor,6,1.252,2.816
Cyclospermum leptophyllum,Anemochor,12,6.476,4.685
Pelargonium auritum,Anemochor,5,0.192,3.337
Astrantia major,Anemochor,16,1.032,1.804
Tetrathylacium macrophyllum,Zoochor,8,0.315,7.064
Trichostema purpusii,Anemochor,9,-1.845,3.0
Darwinia fascicularis,Zoochor,14,1.189,3.326
Anisomeles indica,Hemerochor,8,8.527,5.17
Ludwigia linifolia,Autochor,1,4.633,6.229
Byrsonima cacaophila,Zoochor,10,1.525,3.771
Gaertnera bieleri,Zoochor,12,-1.885,5.39
Xanthosoma conspurcatum,Zoochor,7,-2.424,6.242
Sticherus truncatus,Anemochor,5,1.623,3.521
Geranium yeoi,Autochor,11,-1.851,3.589
Eleocharis caespitosissima,Autochor,6,1.48,6.091
Mascagnia cordifolia,Anemochor,1,3.295,5.148
Cistanthe ambigua,Anemochor,6,-5.026,3.042
Sloanea pubescens,Zoochor,2,-5.963,6.064
Cosmos caudatus,Zoochor,6,1.443,4.65
Conchocarpus pentandrus,Autochor,3,6.428,5.551
Senna herzogii,Zoochor,16,13.489,7.13
Eremanthus erythropappus,Anemochor,10,0.321,2.859
Cissus serrulatifolia,Autochor,9,2.26,2.553
Psychotria sonocorova,Zoochor,2,1.048,3.429
Potamogeton epihydrus,Zoochor,14,0.428,1.231
Cryptocarya aschersoniana,Zoochor,5,0.374,3.481
Corymbium cymosum,Anemochor,3,3.201,4.63
Galium proliferum,Zoochor,14,1.517,2.662
Amsonia ciliata,Anemochor,12,8.132,5.72
Myroxylon peruiferum,Anemochor,5,0.815,4.013
Rinorea longipes,Autochor,16,-2.186,3.8
Loeseliastrum schottii,Autochor,4,-0.34,3.33
Monopyle flava,Autochor,5,2.987,4.478
Synaphea recurva,Autochor,1,-2.873,5.74
Matisia glandifera,Autochor,12,-12.246,5.896
Xylopia bocatorena,Zoochor,10,16.518,2.986
Drymonia coriacea,Anemochor,14,-2.367,3.807
Leptinella longipes,Anemochor,12,-0.877,4.127
Hypericum lorentzianum,Zoochor,4,6.157,5.427
Brocchinia tatei,Anemochor,3,1.618,4.993
Astragalus platytropis,Nautochor,13,-0.3,2.378
Couepia bracteosa,Zoochor,10,0.737,5.893
Potentilla glandulosa,Zoochor,7,1.566,0.375
Boronia rigens,Autochor,6,2.456,2.909
Bactris constanciae,Zoochor,11,-0.047,6.047
Glandularia teucriifolia,Anemochor,3,17.332,3.24
Paullinia spicata,Anemochor,15,5.607,6.362
Lophiocarpus polystachyus,Autochor,4,3.048,5.804
Draba stenocarpa,Anemochor,3,4.63,-0.693
Kadsura japonica,Nautochor,8,1.828,2.481
Protea aurea,Anemochor,14,0.017,3.841
Lathyrus ochroleucus,Autochor,4,-1.703,-3.013
Pentzia incana,Anemochor,4,3.224,4.391
Davidia involucrata,Zoochor,10,3.461,2.227
Salmea palmeri,Anemochor,2,2.114,3.364
Senecio leptolobus,Anemochor,16,3.07,4.352
Arisaema lobatum,Zoochor,1,2.062,2.249
Combretum rotundifolium,Anemochor,13,-2.613,5.062
Ocotea betazensis,Zoochor,1,8.924,3.296
Crumenaria polygaloides,Zoochor,15,2.169,4.489
Lippia dumetorum,Autochor,14,3.308,5.506
Tetrapterys microphylla,Anemochor,9,0.311,2.67
Heteranthera peduncularis,Autochor,14,-0.644,3.159
Drosera pulchella,Autochor,9,-2.852,5.164
Hypenia calycina,Autochor,11,-2.923,4.696
Chaetocalyx brasiliensis,Zoochor,15,3.413,5.826
Eleutherococcus leucorrhizus,Zoochor,7,3.302,2.023
Acacia mangium,Zoochor,7,-5.021,4.953
Aristida dichotoma,Anemochor,1,1.675,4.464
Trichilia schomburgkii,Zoochor,4,6.191,8.701
Grevillea sessilis,Autochor,6,0.958,4.322
Galium pseudorivale,Zoochor,1,-0.223,0.837
Hieracium scabrum,Zoochor,10,-0.297,2.99
Ptilotus divaricatus,Anemochor,7,5.651,6.711
Zornia macdonaldii,Autochor,4,-0.064,5.353
Linaria bipunctata,Anemochor,13,0.594,3.283
Aristolochia anguicida,Autochor,15,5.305,4.084
Mimosa campicola,Autochor,12,8.484,3.646
Dryas drummondii,Anemochor,7,-2.983,-6.158
Salsola webbii,Nautochor,12,1.528,3.729
Arenaria fendleri,Anemochor,13,0.464,2.511
Eurybia paludosa,Anemochor,13,1.022,5.529
Cojoba haematoloba,Zoochor,13,2.717,2.81
Goodenia scaevolina,Zoochor,11,2.654,6.085
Bidens laevis,Zoochor,1,2.6,4.362
Lobostemon trigonus,Anemochor,5,-0.478,3.302
Palicourea stipularis,Zoochor,6,14.501,3.322
Gentianella patula,Anemochor,1,-2.939,4.876
Porophyllum bahiense,Anemochor,8,-4.047,3.711
Dianthus floribundus,Anemochor,5,1.498,4.057
Carex maritima,Autochor,4,-11.902,-15.209
Alyxia leucogyne,Zoochor,15,1.727,3.168
Abies balsamea,Anemochor,8,0.136,0.063
Valeriana salicariifolia,Anemochor,9,-1.365,3.61
Piper amapense,Zoochor,15,1.443,6.343
Ficus mollior,Zoochor,11,-6.651,3.872
Senna galegifolia,Autochor,9,0.562,3.547
Miconia hookeriana,Zoochor,3,-19.308,4.859
Parthenium hysterophorus,Hemerochor,8,8.345,5.674
Cephalaria pungens,Hemerochor,9,-0.895,2.972
Aster satsumensis,Anemochor,12,3.68,2.252
Veronica arvensis,Zoochor,7,-1.42,3.112
Dasyochloa pulchella,Autochor,4,4.388,3.663
Tabernaemontana stapfiana,Zoochor,15,5.49,4.019
Sterculia kayae,Anemochor,16,-16.854,7.068
Cyananthus fasciculatus,Anemochor,8,3.499,1.714
Tragia yucatanensis,Autochor,3,7.683,5.608
Odontocarya echinus,Zoochor,14,5.722,5.274
Symplocos myrtacea,Zoochor,13,3.471,2.358
Glandularia lobata,Anemochor,5,-0.979,3.133
Vriesea inflata,Anemochor,3,19.294,4.354
Bonellia albiflora,Zoochor,4,2.073,7.756
Tribolium obtusifolium,Zoochor,8,1.276,3.308
Halgania andromedifolia,Zoochor,9,-2.115,5.577
Palafoxia callosa,Anemochor,3,6.717,6.839
Conospermum toddii,Autochor,4,8.691,6.186
Vaccinium delavayi,Zoochor,9,4.24,2.671
Avicennia integra,Nautochor,6,-10.289,6.136
Aulonemia amplissima,Autochor,13,-1.383,2.581
Lycium macrodon,Anemochor,7,-4.79,4.236
Moussonia elegans,Autochor,5,0.826,2.933
Margaritopsis astrellantha,Zoochor,15,-4.725,4.165
Rhinanthus alectorolophus,Hemerochor,5,1.685,2.969
Claytonia cordifolia,Ombrochor,15,-0.358,1.187
Senna araucarietorum,Autochor,8,1.075,3.646
Calystegia macounii,Autochor,7,2.345,3.558
Taraxacum disseminatum,Anemochor,3,-3.278,3.525
Eragrostis trichocolea,Autochor,5,-0.334,4.197
Goodenia stelligera,Zoochor,3,1.243,3.999
Cerastium diffusum,Anemochor,3,-1.301,3.112
Pancheria elegans,Anemochor,2,7.48,3.204
Beyeria sulcata,Zoochor,12,0.618,5.666
Peperomia obtusifolia,Zoochor,16,2.73,4.519
Begonia humilis,Anemochor,12,2.109,6.708
Campanula lyrata,Anemochor,1,1.896,2.436
Geonoma poeppigiana,Zoochor,3,-10.832,7.835
Erodiophyllum elderi,Zoochor,3,8.21,5.935
Kunzea sulphurea,Zoochor,13,-3.259,5.283
Leptospermum fastigiatum,Zoochor,13,-1.208,5.619
Mitrasacme micrantha,Anemochor,5,1.974,5.324
Callicarpa kwangtungensis,Zoochor,16,2.966,2.898
Gladiolus aurantiacus,Anemochor,6,-4.001,2.9
Linaria reflexa,Anemochor,6,2.158,3.53
Peraphyllum ramosissimum,Zoochor,2,0.114,1.276
Senna polyphylla,Autochor,9,0.022,4.621
Quiina longifolia,Zoochor,7,-22.779,7.172
Asparagus officinalis,Autochor,9,-0.171,4.737
Searsia natalensis,Zoochor,14,1.248,3.64
Ammoides pusilla,Anemochor,5,1.271,2.985
Conospermum caeruleum,Autochor,3,-2.661,5.643
Symplocos neei,Zoochor,15,14.028,5.002
Pecluma camptophyllaria,Anemochor,11,-6.055,3.312
Bignonia potosina,Anemochor,14,0.229,5.496
Carex foenea,Autochor,12,-1.7,-5.766
Brachylaena huillensis,Anemochor,1,1.063,3.97
Tweedia birostrata,Anemochor,4,0.555,2.004
Dictyanthus parviflorus,Anemochor,8,10.626,4.291
Hieracium crebriserratum,Zoochor,2,-0.907,3.296
Chaerophyllum ramosum,Anemochor,3,-2.854,4.264
Dictyanthus parviflorus,Anemochor,6,6.054,3.362
Ephippiandra madagascariensis,Zoochor,16,-7.91,3.335
Clusia caudata,Zoochor,1,-5.618,3.641
Liriope graminifolia,Zoochor,4,3.471,3.101
Polygala ramosa,Autochor,8,10.444,6.586
Eichhornia paniculata,Autochor,12,0.352,4.798
Hieracium cosmiodontum,Zoochor,16,-1.291,1.569
Asplenium antiquum,Anemochor,15,0.383,2.945
Astrebla lappacea,Anemochor,5,4.281,5.44
Sedum villosum,Autochor,10,1.449,1.639
Darlingia darlingiana,Autochor,8,4.415,3.488
Athyrium skinneri,Anemochor,7,0.875,4.357
Hymenoxys rusbyi,Hemerochor,13,-0.27,2.714
Retiniphyllum kuhlmannii,Autochor,10,3.228,5.878
Cistus parviflorus,Autochor,3,2.929,2.823
Lobelia berlandieri,Zoochor,6,3.347,3.935
Atriplex spinifera,Anemochor,12,2.024,3.499
Zanthoxylum acanthopodium,Zoochor,6,4.397,2.868
Brachyglottis repanda,Anemochor,4,-2.529,4.854
Sideroxylon mascatense,Zoochor,4,2.45,3.8
Blepharis inaequalis,Anemochor,1,-0.429,4.353
Acalypha radians,Autochor,3,5.612,7.637
Senecio hypochoerideus,Anemochor,13,-0.546,2.986
Astragalus crotalariae,Nautochor,9,-1.088,3.039
Elsholtzia argyi,Zoochor,16,2.78,2.38
Allocasuarina luehmannii,Anemochor,12,1.996,4.792
Polycarpaea linearifolia,Anemochor,9,-1.329,5.028
Lythrum bryantii,Autochor,11,2.218,4.471
Exocarya sclerioides,Autochor,15,2.02,3.08
Luehea candicans,Autochor,11,4.014,5.324
Paronychia polygonifolia,Autochor,6,0.059,2.011
Sisyrinchium avenaceum,Autochor,2,1.413,4.518
Parathesis psychotrioides,Zoochor,11,-7.05,5.338
Chenopodium quinoa,Autochor,13,-4.096,3.419
Pellaea wrightiana,Anemochor,4,5.688,2.633
Calytrix verticillata,Zoochor,6,0.12,6.548
Inga sapindoides,Zoochor,14,0.462,4.917
Croton euryphyllus,Autochor,11,4.867,3.898
Dianthus anticarius,Anemochor,16,1.745,2.253
Podistera eastwoodiae,Anemochor,4,2.955,-3.036
Luzula spicata,Autochor,12,-5.578,-4.914
Leucojum aestivum,Autochor,5,1.02,3.795
Tontelea laxiflora,Zoochor,6,-1.87,5.905
Triodanis biflora,Autochor,3,7.298,4.394
Ehretia saligna,Zoochor,7,6.135,6.228
Ischnolepis natalensis,Anemochor,7,0.187,3.541
Trichilia schomburgkii,Zoochor,1,0.083,5.883
Dryas alaskensis,Anemochor,5,0.866,-3.742
Apluda mutica,Zoochor,10,-4.526,3.519
Ouratea salicifolia,Zoochor,1,0.756,4.156
Miconia compressa,Zoochor,4,-6.093,5.564
Anthurium acutangulum,Zoochor,16,-4.869,4.616
Pteris heteroclita,Anemochor,6,-2.04,3.416
Paullinia clavigera,Anemochor,4,16.158,7.984
Dianthus plumarius,Hemerochor,14,1.016,2.356
Tridax procumbens,Zoochor,8,3.481,5.648
Linum tenuifolium,Anemochor,7,1.291,1.903
Leymus innovatus,Autochor,1,-0.587,-2.768
Amicia glandulosa,Autochor,8,13.729,3.962
Daphnopsis megacarpa,Zoochor,5,1.824,4.109
Psacalium radulifolium,Anemochor,16,-5.475,3.439
Isodon ramosissimus,Autochor,8,10.926,4.322
Basananthe triloba,Zoochor,8,-0.887,4.098
Cercocarpus ledifolius,Anemochor,15,-0.318,1.217
Psychotria clivorum,Zoochor,16,-11.418,4.097
Ectrosia schultzii,Autochor,4,10.158,9.252
Dolichopsis paraguariensis,Autochor,7,15.739,6.973
Acalypha microphylla,Autochor,8,-2.338,5.1
Lonicera subspicata,Zoochor,8,3.892,2.841
Cryptocarya bellendenkerana,Zoochor,6,18.438,2.913
Desmodium alamanii,Zoochor,12,0.773,3.765
Gymnosporia gracilis,Zoochor,10,3.757,5.608
Arum italicum,Zoochor,8,0.931,2.901
Myrcia revolutifolia,Zoochor,6,-10.534,4.938
Tabernaemontana angulata,Zoochor,5,2.525,5.521
Vernonia incana,Anemochor,12,7.299,5.853
Gleichenia alpina,Anemochor,11,-2.543,3.909
Thysanotus teretifolius,Zoochor,11,-2.632,6.063
Rhododendron catawbiense,Anemochor,11,1.791,1.972
Pholistoma membranaceum,Anemochor,13,0.128,2.284
Heteropterys panamensis,Anemochor,15,-5.317,3.889
Bowkeria cymosa,Autochor,11,-1.907,2.996
Triodia racemigera,Anemochor,12,0.596,6.531
Urochloa polyphylla,Autochor,3,-3.119,6.266
Taraxacum maculosum,Anemochor,4,-0.741,2.292
Physocalymma scaberrimum,Anemochor,1,3.626,5.785
Plagiobothrys undulatus,Hemerochor,15,0.891,2.891
Ranunculus amoenoviridis,Zoochor,10,-2.023,4.528
Saussurea pilinophylla,Anemochor,10,2.622,1.167
Pectis oligocephala,Anemochor,14,0.691,4.192
Aristida jubata,Anemochor,14,1.388,4.601
Faramea anisocalyx,Zoochor,5,0.315,5.73
Pediomelum hypogaeum,Autochor,7,2.072,3.081
Prosartes lanuginosa,Autochor,9,0.822,3.301
Guatteria ucayalina,Zoochor,7,-1.823,6.349
Fimbristylis pubisquama,Anemochor,11,-3.828,6.371
Asclepias macropus,Anemochor,16,0.507,3.145
Blakea austin-smithii,Anemochor,9,-0.207,2.923
Sisyrinchium tenuifolium,Autochor,2,-0.158,3.192
Eryngium eurycephalum,Autochor,8,3.659,3.485
Youngia erythrocarpa,Anemochor,7,5.58,3.351
Juncus procerus,Anemochor,12,-1.713,3.841
Dryopteris carthusiana,Anemochor,13,0.097,4.299
Scrophularia lanceolata,Anemochor,15,0.223,2.759
Macrosamanea pubiramea,Autochor,6,-2.625,6.192
Asplenium stoloniferum,Anemochor,6,0.738,3.062
Viola tricolor,Zoochor,12,-2.949,2.954
Eucalyptus arenacea,Anemochor,5,-0.844,5.692
Frankenia salina,Autochor,1,0.194,3.268
Vaccinium leucanthum,Zoochor,3,6.955,3.67
Myrcia mischophylla,Zoochor,16,1.814,3.685
Protium bahianum,Zoochor,12,-3.908,4.844
Pereskia sacharosa,Zoochor,6,12.399,5.858
Clinopodium suaveolens,Zoochor,6,7.019,3.336
Dryopteris sparsa,Anemochor,6,4.141,2.791
Lathyrus pratensis,Zoochor,7,-1.597,2.441
Lellingeria flagellipinnata,Anemochor,4,13.346,4.774
Comanthosphace japonica,Hemerochor,5,-2.548,2.068
Anthurium urvilleanum,Zoochor,1,1.195,2.939
Labichea buettneriana,Nautochor,13,1.189,2.869
Guarea pubescens,Zoochor,13,-1.873,5.007
Euphrasia zelandica,Zoochor,2,-3.03,4.628
Marina gracilis,Anemochor,15,2.924,3.688
Mariosousa willardiana,Autochor,4,5.427,7.108
Arachniodes simulans,Anemochor,5,3.236,2.302
Melicope ternata,Autochor,11,-2.354,5.575
Neopicrorhiza scrophulariiflora,Zoochor,16,5.029,1.685
Gossypium sturtianum,Autochor,6,4.063,5.187
Oenocarpus bacaba,Zoochor,16,5.071,7.05
Ricinocarpos megalocarpus,Zoochor,11,-4.404,5.566
Psidium cauliflorum,Zoochor,9,1.682,3.716
Eriophorum latifolium,Autochor,15,0.685,2.324
Peperomia olivacea,Zoochor,3,-18.516,3.851
Gasteria pillansii,Anemochor,3,6.802,3.364
Verbena perennis,Anemochor,5,0.342,3.104
Watsonia aletroides,Autochor,8,6.793,3.218
Bufonia tenuifolia,Anemochor,10,1.0,2.798
Cocos nucifera,Nautochor,9,-0.205,3.593
Trymalium floribundum,Zoochor,1,-1.665,5.011
Xyris smalliana,Autochor,13,0.511,5.18
Osteospermum microphyllum,Anemochor,3,5.985,5.15
Porlieria microphylla,Zoochor,13,2.42,4.6
Melaleuca densispicata,Anemochor,5,1.352,5.459
Desmocladus elongatus,Autochor,14,-3.315,5.703
Zehneria minutiflora,Zoochor,6,0.215,3.568
Orbea verrucosa,Anemochor,10,-0.879,2.907
Dianthus giganteus,Anemochor,12,3.177,2.133
Geonoma gamiova,Zoochor,11,0.117,3.029
Berberis empetrifolia,Zoochor,13,-1.73,3.821
Impatiens pseudozombensis,Autochor,2,-1.292,3.483
Echinolaena gracilis,Autochor,16,7.018,6.489
Strychnos subcordata,Zoochor,6,-8.824,6.286
Erigeron breviscapus,Anemochor,6,6.159,2.585
Cleome pilosa,Autochor,1,3.599,4.302
Ipomoea aprica,Autochor,12,1.945,4.5
Symonanthus aromaticus,Zoochor,8,0.443,6.041
Terminalia prunioides,Anemochor,1,1.609,5.525
Carex woodii,Autochor,4,-2.727,2.807
Gustavia grandibracteata,Zoochor,4,-5.088,6.057
Solidago wrightii,Anemochor,8,0.655,2.074
Patersonia drummondii,Zoochor,9,-0.817,5.44
Astragalus sanguineus,Nautochor,13,1.636,2.54
Psychotria egensis,Zoochor,9,-0.756,5.406
Cosmibuena grandiflora,Anemochor,13,-1.029,3.337
Tetrapogon tenellus,Autochor,12,3.21,6.333
Carex densa,Autochor,15,0.815,2.557
Salix acutifolia,Anemochor,1,-2.005,2.281
Guettarda sericea,Zoochor,9,0.031,3.231
Grevillea oligomera,Autochor,4,5.459,6.17
Odontites kaliformis,Zoochor,14,1.73,2.585
Xylopia perrieri,Zoochor,13,-0.908,3.334
Downingia yina,Zoochor,7,0.216,1.359
Eucalyptus yumbarrana,Anemochor,6,2.898,5.701
Ericameria martirensis,Anemochor,15,1.156,3.049
Passiflora campanulata,Zoochor,2,5.974,3.368
Phyllanthus salviifolius,Autochor,13,2.419,3.338
Minasia pereirae,Autochor,3,8.435,3.679
Triodanis coloradoensis,Autochor,5,1.114,5.095
Crataegus saligna,Zoochor,9,1.196,1.393
Bidens bicolor,Zoochor,15,1.404,4.398
Handroanthus heptaphyllus,Anemochor,13,0.922,4.55
Froelichia arizonica,Autochor,15,1.439,2.65
Hippolytia dolichophylla,Anemochor,5,2.466,2.051
Monopsis stellarioides,Autochor,16,0.82,3.271
Penstemon arkansanus,Anemochor,11,3.936,4.598
Pharus mezii,Autochor,16,0.23,5.284
Anaxagorea allenii,Autochor,10,4.715,4.499
Aspilia fruticosa,Anemochor,2,-22.453,3.366
Eryngium eriophorum,Autochor,16,0.897,4.013
Angelica canbyi,Autochor,5,1.429,1.961
Ocotea atirrensis,Zoochor,14,1.577,3.122
Diplusodon myrsinites,Autochor,8,1.002,3.891
Calobota angustifolia,Zoochor,16,2.703,3.53
Cryptandra apetala,Zoochor,11,1.1,5.672
Synedrella nodiflora,Zoochor,1,1.421,4.515
Atriplex tampicensis,Anemochor,6,-2.427,6.442
Oenothera arizonica,Autochor,10,-1.297,3.275
Miconia rivetii,Zoochor,3,-1.926,3.523
Ocotea elegans,Zoochor,7,2.552,3.437
Epilobium tetragonum,Zoochor,9,-0.109,4.611
Bacopa monnieri,Autochor,7,3.789,5.652
Centaurea decipiens,Zoochor,11,0.215,2.629
Pleopeltis complanata,Anemochor,9,0.207,2.658
Coussarea paniculata,Anemochor,14,-0.686,5.386
Paederia yunnanensis,Ombrochor,8,6.105,2.562
Phoradendron reichenbachianum,Zoochor,8,9.818,3.585
Randia petenensis,Zoochor,4,-1.292,6.999
Mackaya bella,Autochor,10,0.669,4.13
Myricaria rosea,Autochor,2,0.221,1.671
Vaccinium confertum,Zoochor,6,5.71,3.138
Calamus convallium,Zoochor,12,-1.397,3.75
Manihot salicifolia,Autochor,11,8.549,5.921
Clusia weberbaueri,Zoochor,5,-2.641,3.272
Guatteria macropus,Zoochor,6,3.067,3.941
Anthurium curvispadix,Zoochor,3,0.932,4.766
Cirrhaea dependens,Anemochor,10,0.275,2.992
Syagrus orinocensis,Zoochor,12,-8.219,6.706
Uncaria africana,Nautochor,6,2.151,5.503
Cratoxylum cochinchinense,Nautochor,15,4.036,3.944
Oxyspora paniculata,Zoochor,8,0.664,3.097
Silene fabarioides,Anemochor,3,2.684,1.68
Grevillea triloba,Autochor,15,-0.745,5.85
Meliosma solomonii,Zoochor,3,-4.577,3.223
Chresta harleyi,Anemochor,9,0.533,3.766
Carex amphibola,Autochor,14,0.843,4.378
Elionurus barbiculmis,Anemochor,14,0.256,2.755
Sclerolaena intricata,Anemochor,4,22.858,6.876
Lysimachia atropurpurea,Anemochor,7,2.405,1.935
Bursera chemapodicta,Zoochor,1,-6.903,3.338
Dorstenia schliebenii,Zoochor,11,21.19,3.603
Vochysia emarginata,Anemochor,15,1.427,3.445
Tillandsia asplundii,Anemochor,13,1.261,2.977
Heliconia cordata,Zoochor,13,-2.399,3.139
Miconia chrysoneura,Zoochor,16,16.796,3.609
Muhlenbergia ramulosa,Zoochor,16,-0.576,2.869
Solanum confine,Zoochor,7,-2.627,5.117
Onopordum illyricum,Zoochor,5,1.66,2.949
Brachyloma preissii,Zoochor,9,-1.153,5.398
Chenopodium fremontii,Autochor,12,1.993,1.967
Hippophae neurocarpa,Zoochor,16,-1.557,0.577
Silene tridentata,Anemochor,7,1.105,2.857
Coprosma decurva,Zoochor,12,-2.779,4.26
Eremophila psilocalyx,Zoochor,8,-0.135,5.863
Exhalimolobos weddellii,Hemerochor,13,0.519,4.67
Cryptandra dielsii,Zoochor,1,0.773,5.598
Sabia campanulata,Zoochor,16,3.238,1.93
Selaginella arthritica,Chamaechor,5,-6.046,4.01
Talinum paniculatum,Autochor,3,3.227,4.457
Anacardium humile,Zoochor,10,1.783,4.995
Peperomia trinervula,Zoochor,6,-2.234,4.318
Cardamine obliqua,Autochor,10,-2.635,3.317
Sagittaria pygmaea,Autochor,8,2.342,2.138
Spyridium thymifolium,Zoochor,11,-0.929,4.918
Quercus helferiana,Zoochor,10,2.402,3.948
Ipomoea parasitica,Autochor,8,-2.195,4.48
Ayapana amygdalina,Autochor,9,0.154,4.556
Condalia warnockii,Zoochor,6,1.909,3.193
Coprosma wallii,Zoochor,16,-2.808,4.42
Xyris uleana,Autochor,6,-1.52,5.864
Eragrostis truncata,Autochor,3,2.787,5.527
Saltera sarcocolla,Zoochor,11,-1.19,3.376
Diplopterys nutans,Anemochor,2,2.906,5.656
Crusea diversifolia,Anemochor,7,-1.584,3.107
Schoenus unispiculatus,Autochor,3,-0.106,5.71
Pilosella billyana,Zoochor,3,0.562,1.798
Physalis missouriensis,Zoochor,3,4.237,4.58
Miconia alborufescens,Zoochor,4,4.671,6.387
Crusea longiflora,Anemochor,1,2.906,3.038
Heliconia lasiorachis,Zoochor,9,-5.052,5.464
Alseis eggersii,Anemochor,16,3.767,5.685
Parkia igneiflora,Zoochor,3,-5.173,8.664
Begonia urophylla,Autochor,13,23.861,2.533
Eremophila behriana,Zoochor,2,-1.394,5.47
Lantana horrida,Zoochor,4,13.862,6.241
Ranunculus lobbii,Zoochor,7,5.499,3.052
Heracleum candicans,Autochor,8,10.545,0.039
Faramea cuencana,Zoochor,13,2.957,2.956
Allophylus cobbe,Autochor,1,-3.895,4.031
Axonopus polydactylus,Autochor,8,5.269,6.206
Solidago curtisii,Anemochor,3,0.9,1.534
Pagamea coriacea,Zoochor,14,-5.995,5.873
Osyris alba,Zoochor,11,1.618,2.694
Calyptranthes schiedeana,Zoochor,16,2.611,5.159
Cremastosperma leiophyllum,Zoochor,10,11.124,5.583
Selaginella suavis,Chamaechor,6,2.073,2.948
Thymus membranaceus,Zoochor,12,2.223,2.689
Eremophila forrestii,Zoochor,4,16.959,8.083
Myrcia variabilis,Zoochor,7,3.871,5.486
Epacris glacialis,Anemochor,3,-1.999,3.283
Lupinus caudatus,Autochor,5,0.497,2.008
Sericocarpus linifolius,Anemochor,14,1.727,4.757
Ficus erecta,Zoochor,5,3.356,2.523
Petrophile striata,Autochor,16,-0.065,5.356
Osmolindsaea japonica,Anemochor,3,2.415,2.52
Populus fremontii,Anemochor,9,0.959,2.363
Melicoccus pedicellaris,Zoochor,12,3.577,7.313
Astrotricha hamptonii,Zoochor,16,4.279,5.174
Smilax oblongifolia,Zoochor,12,-0.785,3.453
Nicotiana obtusifolia,Anemochor,16,2.681,3.153
Baccharis conferta,Anemochor,6,-2.518,3.138
Bremeria vestita,Nautochor,1,-2.901,3.077
Ruellia nitens,Autochor,16,0.581,4.25
Ricinus communis,Hemerochor,1,-0.174,4.48
Acosmium cardenasii,Autochor,9,8.352,5.075
Eranthis hyemalis,Zoochor,12,1.113,2.0
Wolffia columbiana,Autochor,13,-0.147,5.156
Asphodelus aestivus,Anemochor,2,1.321,2.749
Sloanea terniflora,Zoochor,11,2.38,6.536
Myrica adenophora,Zoochor,16,4.752,3.827
Plantago bellidioides,Zoochor,9,-2.919,4.613
Uvaria klaineana,Zoochor,6,1.016,4.542
Aristida australis,Anemochor,15,1.737,5.004
Cynomorium coccineum,Zoochor,1,0.362,3.268
Mimosa camporum,Autochor,13,-0.5,4.454
Galium leiocarpum,Zoochor,12,-0.253,3.066
Boscia longifolia,Zoochor,4,9.375,7.411
Ziziphus cotinifolia,Zoochor,7,1.653,4.525
Galium palustre,Autochor,12,-3.276,3.053
Asparagus meioclados,Zoochor,16,4.684,2.262
Melaleuca alternifolia,Anemochor,3,2.704,3.965
Senecio hydrophilus,Anemochor,8,-0.135,-0.563
Gentiana piasezkii,Anemochor,9,2.485,2.417
Pelargonium myrrhifolium,Anemochor,2,0.851,3.137
Parryella filifolia,Zoochor,14,0.364,2.564
Stachystemon axillaris,Zoochor,5,-1.652,5.561
Dracocephalum palmatum,Zoochor,4,-17.87,-17.8
Bulbine minima,Anemochor,5,-0.181,3.975
