gen,cluster,unstim_media,suero_2h_media,suero_5h_media,tif_2h_media,tif_5h_media,log2fc_tif_vs_suero_2h,log2fc_tif_vs_suero_5h
Tbc1d12,1,0.6844,1.026,1.4817,1.1169,1.1522,0.091,-0.3296
Foxo3,3,3.6974,3.8168,3.3793,3.8906,4.0038,0.0737,0.6245
Arhgap30,3,6.2135,5.8687,5.9273,6.0744,6.2505,0.2057,0.3232
Phf3,2,5.0761,5.1688,5.3673,5.5136,5.7401,0.3447,0.3728
Hexim1,1,3.7498,4.3704,4.2972,4.213,3.9932,-0.1574,-0.304
Zfp710,3,2.1869,1.8347,0.9187,2.0218,1.8029,0.1871,0.8842
Tada3,3,4.839,4.5755,3.9961,4.5995,4.6308,0.024,0.6347
C1galt1c1,1,3.8023,4.1832,4.5705,3.896,3.9664,-0.2871,-0.6041
Armcx3,1,1.7729,1.6694,2.656,1.6176,1.6648,-0.0518,-0.9912
Bmyc,2,4.245,4.315,4.0817,4.6434,4.8085,0.3284,0.7268
Zadh2,3,3.9571,3.5411,3.4195,3.7987,3.7438,0.2576,0.3243
Ccr2,3,5.3187,2.8173,1.045,3.9214,2.2495,1.1041,1.2045
Dcaf5,3,3.7856,3.5994,3.7945,3.8772,4.2771,0.2778,0.4826
Themis,3,6.8923,6.441,5.8235,6.627,6.281,0.186,0.4575
Purg,3,1.8051,1.385,1.4113,1.968,2.2361,0.5831,0.8248
Pdp1,1,2.5388,3.376,3.8435,3.0202,3.3144,-0.3558,-0.529
Lix1l,3,0.8687,0.5029,0.4762,0.6431,0.9779,0.1401,0.5017
Zfp219,3,2.9796,2.8486,2.2354,3.1109,3.0808,0.2623,0.8453
Prmt6,1,2.5587,3.3526,3.5796,2.549,2.8821,-0.8036,-0.6975
Fam134a,3,4.6233,4.2387,3.8412,4.552,4.3505,0.3134,0.5092
Zfp260,3,5.219,4.4981,4.273,5.4555,5.5423,0.9575,1.2693
Dtx3l,3,5.1356,4.3297,3.2441,4.9191,4.4915,0.5894,1.2475
2810046L04Rik,1,3.272,4.2467,4.3521,3.745,3.9408,-0.5016,-0.4113
Spty2d1,1,3.6956,4.7203,5.1551,4.5488,4.8245,-0.1715,-0.3306
Rps23,4,10.867,10.5986,10.863,10.7627,10.534,0.1641,-0.329
Hist1h1a,2,0.7305,1.5469,0.6708,1.1144,1.4887,-0.4325,0.8179
Clip1,3,5.787,5.0054,4.8555,5.2422,5.2735,0.2367,0.418
Polr1a,1,4.0724,4.7954,5.242,4.0955,4.3532,-0.6999,-0.8887
Ccdc69,3,4.637,3.3368,3.4044,4.0812,4.1944,0.7445,0.79
Gpr55,3,3.8334,2.4521,1.4397,2.7266,2.2395,0.2745,0.7997
Zbtb5,2,2.1203,1.8327,1.7916,2.5234,2.5089,0.6906,0.7172
Zfp161,3,3.4071,2.7257,2.7507,3.4536,3.4398,0.7278,0.6891
Orai1,1,3.904,7.0735,6.7887,5.7335,5.8618,-1.34,-0.9269
Lig4,1,1.8592,2.3551,3.0178,2.3215,2.638,-0.0336,-0.3798
Rpl36al,4,7.654,7.5031,7.778,7.4921,7.3272,-0.011,-0.4508
Bag5,1,3.587,4.6689,5.0302,4.0371,4.5196,-0.6318,-0.5105
Fam161a,3,1.373,0.5287,0.5152,0.5419,1.2305,0.0132,0.7153
Zbtb12,3,1.8226,0.8411,0.5403,1.3487,1.5204,0.5076,0.9801
Suox,3,4.058,3.3791,3.0091,3.9742,3.6841,0.5951,0.675
Arl4c,3,4.7975,3.6604,2.3989,4.5353,4.011,0.8749,1.612
Rpp38,1,3.642,4.3163,4.8458,3.8313,4.0884,-0.485,-0.7573
Ccdc137,1,3.2337,4.1996,4.5626,3.4475,3.861,-0.7521,-0.7015
Ankrd55,2,0.2671,0.5534,0.475,0.8938,1.0787,0.3404,0.6037
5133401N09Rik,3,4.1698,3.5193,3.4096,3.7983,3.848,0.279,0.4384
Shisa3,1,0.0496,0.4743,2.1438,0.0187,0.3555,-0.4556,-1.7883
Rap2c,1,3.831,4.327,4.3455,3.8743,3.7465,-0.4527,-0.599
Bex1,1,0.9417,1.0189,1.7223,0.9135,1.0861,-0.1054,-0.6362
Gpr171,2,3.7341,3.9173,3.8988,4.114,4.5648,0.1967,0.666
Tmc8,1,4.9114,5.2027,5.4991,4.319,4.9015,-0.8837,-0.5976
Eif5a2,4,2.5705,2.5612,2.4578,2.5349,2.0082,-0.0263,-0.4496
Pigm,1,2.2974,2.809,2.7997,2.2345,2.1191,-0.5745,-0.6807
Klre1,3,2.7549,1.6342,0.9251,2.1481,1.9265,0.5139,1.0014
Heatr1,1,4.1484,5.2233,5.7858,4.5224,4.8015,-0.7009,-0.9843
D8Ertd82e,1,1.0148,3.6432,3.2874,1.567,2.194,-2.0762,-1.0934
2310030N02Rik,1,3.7896,3.8543,4.6756,3.7372,3.8114,-0.1171,-0.8643
Lgals3,1,7.6363,7.9288,8.8846,7.5142,7.8676,-0.4146,-1.017
4930486L24Rik,3,3.9114,3.3617,2.6828,4.0077,4.1807,0.646,1.4979
2006-09-01 00:00:00,3,7.4156,6.783,5.9913,6.9751,6.5334,0.1922,0.5421
Tcf19,3,5.7833,5.3325,4.0738,5.8516,5.7036,0.519,1.6298
Enthd1,1,0.7932,0.8594,2.2824,0.6828,1.211,-0.1766,-1.0714
5730508B09Rik,3,5.0072,4.4369,3.7681,5.3678,4.7938,0.9308,1.0257
0910001L09Rik,3,5.0738,4.2573,3.7729,4.46,4.209,0.2027,0.4361
Fam78a,3,6.134,5.4195,3.8909,5.6847,5.3522,0.2652,1.4612
Zfp831,3,1.6142,0.8755,0.5076,1.296,1.0141,0.4206,0.5065
Gpd1l,3,4.1051,3.5928,2.6352,3.9455,3.6105,0.3527,0.9754
Fam100b,1,6.272,7.1085,7.4367,6.505,6.6074,-0.6035,-0.8293
Ftl1,2,8.2104,8.6807,8.5216,8.8018,9.1114,0.1212,0.5898
Plekho2,3,5.1083,4.9089,4.367,4.8195,4.9436,-0.0893,0.5767
B3galt6,1,0.9212,1.3668,1.5348,1.0187,0.6748,-0.3481,-0.86
BC027344,1,2.4106,2.8999,3.2009,2.5482,2.751,-0.3517,-0.4499
P2ry10,3,6.0243,5.1507,4.9687,6.8313,6.0809,1.6806,1.1122
Insl6,4,3.4292,3.72,3.7982,3.2242,3.2968,-0.4958,-0.5013
D330012F22Rik,4,2.3211,2.3615,2.3757,2.1433,1.9723,-0.2182,-0.4034
Sepn1,3,1.9043,1.6767,1.2956,1.9212,1.7894,0.2446,0.4938
Pddc1,2,3.955,3.6229,3.4071,4.2431,3.8958,0.6202,0.4888
Serpinb1b,2,0.6724,1.0013,0.9939,1.1112,1.4963,0.11,0.5024
Zfp11,1,1.4071,1.7711,2.2977,1.7293,1.8641,-0.0419,-0.4336
Zfp455,3,1.1322,0.9629,0.8247,1.3854,1.2441,0.4224,0.4194
Mblac2,2,1.2079,1.1051,0.9882,1.3966,1.5672,0.2915,0.5789
Sv2c,2,0.6988,0.9272,0.9566,1.7486,1.8039,0.8214,0.8473
Gimap9,3,6.6057,5.1305,4.9853,5.7035,5.6672,0.573,0.6819
Zfp524,3,3.8036,3.69,3.453,3.9456,3.9874,0.2556,0.5344
Ercc6l,3,3.313,2.7709,2.6481,3.0766,3.0107,0.3058,0.3626
Bzw1,1,6.7379,7.1111,7.4031,6.7038,6.5856,-0.4072,-0.8174
Tceanc,3,1.2672,0.9524,1.0415,1.3415,1.5125,0.3892,0.4709
Rnf7,1,5.8635,5.8927,6.4891,6.0415,5.9946,0.1489,-0.4945
Jagn1,1,4.1285,4.7197,5.2977,4.4086,4.6748,-0.3112,-0.6229
4930422G04Rik,3,2.9654,2.7053,2.4828,2.9066,2.8663,0.2013,0.3835
Taf7,1,4.0179,4.3596,4.7392,3.9098,4.071,-0.4498,-0.6682
1500011K16Rik,1,2.9181,2.9512,3.2802,3.1109,2.6995,0.1598,-0.5806
Nup160,1,6.1623,6.5724,7.1136,6.3672,6.4536,-0.2052,-0.6601
Gfod1,1,2.27,5.9369,6.1902,3.8609,5.0407,-2.0761,-1.1495
2900026A02Rik,1,1.2768,1.6106,1.9329,1.1691,1.2431,-0.4416,-0.6899
Zfp52,2,3.7617,4.1251,4.318,4.5974,4.8281,0.4723,0.5101
Spryd4,1,2.7548,3.6424,3.8549,2.8285,3.2685,-0.8139,-0.5864
Ncald,2,3.006,2.1794,2.5518,3.4977,3.1795,1.3183,0.6277
Ywhag,1,5.6192,5.7058,5.9818,5.3818,5.5384,-0.324,-0.4434
Plagl2,1,4.1818,4.9474,5.1999,4.5291,4.7072,-0.4183,-0.4928
Spn,4,7.6623,6.8465,6.9705,6.5685,6.2895,-0.278,-0.6809
Cbr1,3,5.1489,3.8645,3.3846,4.2867,4.0635,0.4222,0.679
Irf2bp2,1,3.998,5.2099,5.7457,4.75,5.2882,-0.4599,-0.4575
E130306D19Rik,3,2.9738,1.8376,1.4578,1.7306,2.1801,-0.107,0.7223
Rps19bp1,1,4.6924,5.2805,5.9053,4.8633,5.4569,-0.4172,-0.4484
Rap2a,2,2.545,2.211,2.1533,3.0697,3.1851,0.8587,1.0319
Hist1h1e,2,1.0255,1.6272,1.4651,1.853,1.9694,0.2258,0.5043
B3gnt2,1,4.3953,6.0804,6.2186,5.2752,5.401,-0.8052,-0.8176
Xrcc1,3,5.0538,4.8094,4.3781,4.9397,5.1902,0.1303,0.8121
Arf3,1,5.5757,6.1329,6.1094,5.5753,5.7644,-0.5577,-0.345
Tbc1d22a,2,3.7826,3.9886,4.0357,4.3116,4.5893,0.323,0.5536
Klhdc1,2,3.0125,2.9697,2.2938,2.8211,3.1834,-0.1487,0.8897
Fam165b,3,5.9118,4.9155,4.6829,5.3341,5.2035,0.4186,0.5206
Lax1,3,4.8131,4.9677,3.9501,4.8501,4.8676,-0.1176,0.9176
Btla,1,3.9172,4.5299,4.4844,4.1256,3.6694,-0.4043,-0.815
Pfdn4,1,6.5662,6.6486,7.2,6.404,6.1831,-0.2445,-1.0168
Zfp217,3,4.0141,3.4746,3.4757,3.7662,3.7976,0.2916,0.3219
Dock8,3,5.6193,5.4691,4.9743,5.3978,5.5212,-0.0713,0.547
Rgs14,3,4.2556,3.5246,2.9124,4.0471,3.9345,0.5224,1.0222
D630039A03Rik,3,3.8929,2.6902,2.1682,2.9199,2.813,0.2296,0.6448
Ppp4r2,1,4.64,5.2771,5.853,5.059,5.2277,-0.218,-0.6252
Pld4,3,2.0862,1.2031,0.651,1.2569,1.2027,0.0538,0.5518
Taf9,1,6.7291,6.6744,7.2073,6.6045,6.61,-0.0699,-0.5973
Cdc42se2,3,5.1923,5.1904,4.7175,5.3939,5.2132,0.2034,0.4958
Tbc1d30,2,0.9689,1.6559,1.2149,2.1238,2.0309,0.4679,0.816
Slc39a1,4,4.6472,4.5805,4.6987,4.3019,4.2752,-0.2786,-0.4234
Ankrd44,3,5.7797,5.7527,4.8663,5.8368,5.5959,0.0841,0.7296
Tmem106c,3,3.475,2.8112,2.306,2.8824,2.9307,0.0713,0.6247
Actn2,3,2.0928,1.2961,0.8795,1.541,1.32,0.2449,0.4405
2610001J05Rik,4,4.6438,4.148,4.4404,4.154,3.5687,0.006,-0.8717
Tmem171,3,1.9403,1.0039,1.2047,1.8111,1.8676,0.8072,0.6628
St6galnac3,2,0.3985,0.3027,0.5507,0.5393,1.2859,0.2366,0.7352
Adarb2,4,1.5654,1.3935,1.3675,1.2607,1.0114,-0.1328,-0.3562
Gan,1,1.9716,3.0871,3.2036,2.8535,2.7201,-0.2336,-0.4835
Dlg2,1,0.4081,0.6964,1.8333,1.0207,1.2234,0.3243,-0.61
Serp2,3,2.8431,2.6012,1.992,2.7977,2.905,0.1965,0.913
Plekhg3,3,2.5371,1.6591,0.982,2.0278,2.0958,0.3687,1.1138
Rnf103,2,2.0793,2.1524,2.0509,2.5661,2.6614,0.4137,0.6105
Rap1b,1,7.786,7.8647,8.0645,7.7234,7.5407,-0.1413,-0.5238
Jun,1,3.1511,5.3626,5.2706,3.9914,4.6719,-1.3712,-0.5988
Tln2,3,1.1,0.9418,0.6856,0.9956,1.1213,0.0538,0.4357
BC004004,3,5.7762,5.6576,5.3867,5.8357,5.8011,0.1781,0.4144
Zfp608,3,2.3256,2.4736,1.8396,2.3662,2.3487,-0.1074,0.5091
Traf7,3,5.0968,4.9044,4.639,4.8926,5.1265,-0.0119,0.4875
A630001G21Rik,4,5.1274,4.9843,5.2335,4.7654,4.6853,-0.2189,-0.5482
Grk4,3,2.0129,1.4885,0.9667,1.4015,1.8605,-0.087,0.8938
Atad2b,1,3.4771,3.8797,4.5017,3.9534,4.1384,0.0737,-0.3633
Junb,1,5.1791,7.7435,7.388,6.6245,7.0903,-1.119,-0.2978
Senp7,3,4.06,3.3428,3.0136,3.4599,3.8381,0.1171,0.8245
1110003O08Rik,3,1.5191,1.0389,0.7602,1.5924,1.5,0.5535,0.7398
Mrpl35,4,3.5863,3.4144,3.8151,3.5115,3.3612,0.0971,-0.4539
Krcc1,2,5.2401,5.0624,5.0659,5.5109,5.5947,0.4485,0.5288
Jam2,1,0.074,2.172,2.3253,0.4227,1.097,-1.7493,-1.2283
Lins,1,2.1319,3.2223,4.0125,2.9238,3.3698,-0.2985,-0.6427
0610007L01Rik,1,5.6216,6.5204,7.0075,6.0645,6.3217,-0.456,-0.6859
Yap1,1,0.4551,0.4079,1.0677,0.4658,0.6949,0.058,-0.3728
Socs3,3,2.8201,2.2011,1.024,3.3233,3.4237,1.1221,2.3997
Mapk11,1,3.2382,3.6597,4.5326,2.954,3.7219,-0.7057,-0.8107
Bcl3,3,4.3831,4.6492,3.0972,4.6228,4.1561,-0.0264,1.0589
Mllt11,1,2.4738,3.7428,4.2023,2.6894,3.2202,-1.0534,-0.9821
Prx,2,0.8004,0.9621,0.5839,1.089,1.2406,0.1269,0.6567
Styx,1,3.7839,4.2513,4.746,4.0255,4.3058,-0.2257,-0.4402
Ndfip2,1,4.8387,5.3509,6.3868,4.9089,5.4416,-0.442,-0.9452
Ddx10,1,5.2602,6.1101,6.9588,5.6356,6.1239,-0.4744,-0.8349
Rab4b,3,5.4986,5.4779,4.8273,5.3663,5.4294,-0.1116,0.6021
Nrgn,4,4.6691,4.4255,4.5067,4.2329,4.1394,-0.1925,-0.3673
Sec61b,4,7.4681,7.3652,7.5998,7.5283,7.1613,0.1631,-0.4385
D10Jhu81e,3,4.8363,4.199,3.3841,4.2221,3.8641,0.0232,0.48
Gas5,1,9.0075,9.1373,10.5469,9.0929,9.7867,-0.0444,-0.7602
Dis3l2,2,3.3711,3.2692,3.4409,3.5321,3.7814,0.2628,0.3404
Ficd,1,1.145,1.2731,1.75,1.3282,1.3248,0.0551,-0.4252
Cstf2t,1,3.4368,3.7649,3.9646,3.4239,3.5033,-0.341,-0.4613
3110082I17Rik,1,3.1449,3.6745,3.9134,3.442,3.2674,-0.2325,-0.646
Ier2,1,5.6194,7.8023,7.3173,7.0039,6.9732,-0.7984,-0.344
Rpia,4,5.0251,4.9485,4.9474,4.8032,4.5683,-0.1453,-0.3791
Dennd4a,2,5.504,6.483,5.5714,7.005,6.3186,0.522,0.7473
BC048403,1,1.9678,2.8897,3.1886,2.5025,2.5913,-0.3872,-0.5973
Dusp7,3,3.5569,2.5286,2.1741,2.5343,2.6618,0.0057,0.4877
Grwd1,1,3.7197,5.2331,5.0998,4.0229,4.3937,-1.2102,-0.7061
Camk2d,1,4.3682,4.4796,5.1854,4.4406,4.5443,-0.039,-0.6411
H2-T24,1,3.1788,3.2246,4.092,2.5577,2.9792,-0.6669,-1.1128
Lipg,1,0.3348,2.8542,2.0414,1.1673,1.2395,-1.6868,-0.8019
Ech1,3,6.5066,5.8748,5.2015,6.1155,5.6312,0.2407,0.4297
Mat2a,4,5.3313,6.4292,6.0616,4.6454,4.1367,-1.7838,-1.9248
Kdm4d,2,1.2263,2.4627,1.794,2.8383,2.9836,0.3757,1.1896
Cyhr1,3,4.8315,4.4882,4.4846,4.8552,4.8761,0.3669,0.3914
Cnn3,1,2.2199,2.5525,3.2092,1.9468,2.2351,-0.6057,-0.974
Lgals4,2,2.1674,1.5335,1.1641,2.1076,2.6506,0.5741,1.4865
Cd8a,4,7.4874,7.8327,7.2069,7.1636,6.8724,-0.6691,-0.3345
Zfp14,3,1.3766,0.8063,1.3895,1.7781,1.9884,0.9719,0.5989
Ndst1,3,2.9101,2.6673,2.1751,2.6769,2.5274,0.0096,0.3523
Sirt5,3,2.3119,1.8172,1.1691,1.7583,1.6397,-0.0589,0.4707
Nt5dc3,1,1.825,3.6082,3.6446,2.2682,2.6164,-1.3399,-1.0281
Ercc6,1,2.2109,3.2555,3.7128,2.9703,3.1909,-0.2852,-0.5219
Iigp1,3,5.1236,4.0498,1.8051,4.1048,2.8808,0.055,1.0757
Utp18,1,4.3965,5.2081,5.748,4.6799,5.0594,-0.5282,-0.6886
Gpr120,1,0.045,0.5438,0.8789,0.104,0.3916,-0.4398,-0.4872
A630033H20Rik,1,2.594,3.1185,3.0774,2.2953,2.038,-0.8232,-1.0394
Taf4b,1,1.9765,3.919,4.0996,3.1875,3.2126,-0.7315,-0.887
Spcs3,1,5.6458,5.6434,6.3154,5.4075,5.2705,-0.2358,-1.0449
Slc30a7,1,2.3042,2.5785,3.0645,2.7191,2.7544,0.1406,-0.3101
A930005H10Rik,3,4.8152,4.9682,3.5898,5.2196,5.5463,0.2515,1.9564
Aes,3,8.2685,7.6137,5.9331,7.8039,7.3165,0.1901,1.3834
Dedd2,2,3.9391,4.0107,3.9778,4.2214,4.4359,0.2107,0.458
Parp4,2,3.8383,3.9242,3.9196,4.0717,4.2772,0.1475,0.3576
Trim65,3,2.7581,2.0634,1.7549,2.6968,2.3947,0.6334,0.6398
Sh3bp2,1,3.9803,4.4877,4.8226,3.4134,4.2719,-1.0743,-0.5507
Kdm2a,2,4.8269,5.1926,5.1738,5.2465,5.5065,0.054,0.3327
Mettl7a1,3,3.2289,1.9452,1.7726,2.9191,3.0284,0.974,1.2558
1600014C10Rik,3,3.8401,3.5783,3.0648,3.6981,3.5562,0.1198,0.4914
Adam10,1,5.6314,6.4566,6.8099,5.7131,5.8195,-0.7435,-0.9904
Ankrd24,3,2.122,1.5212,1.1258,1.6485,1.875,0.1273,0.7491
Zscan22,1,2.876,2.9437,3.5169,3.0406,3.0695,0.0969,-0.4474
Vmac,3,2.293,1.8584,1.5005,1.9921,1.9305,0.1337,0.43
Set,4,9.7991,9.464,9.7042,9.281,9.1246,-0.183,-0.5795
Klhl18,3,3.067,2.8798,2.609,3.0763,2.9832,0.1965,0.3742
Whsc1l1,3,6.5585,6.4738,6.1284,6.9093,6.6887,0.4354,0.5603
Rnd1,1,0.7454,1.6797,2.2841,1.6429,1.5288,-0.0369,-0.7552
Tmem158,1,0.3809,0.7625,1.0125,0.2416,0.2974,-0.5208,-0.715
Dsp,1,0.494,1.3716,2.1986,0.1702,0.4498,-1.2014,-1.7488
Txk,3,4.4338,3.9208,2.7172,4.658,4.0216,0.7372,1.3044
Klhl5,3,3.5435,2.6275,2.2759,2.7348,2.7193,0.1072,0.4434
Zfp647,2,1.3204,1.7337,1.7603,2.2927,2.4972,0.5589,0.7368
Ep300,2,4.3625,4.5807,4.5778,4.7184,4.8841,0.1377,0.3064
Pdlim1,3,6.8493,6.4168,5.803,6.7115,6.4142,0.2947,0.6112
Klf2,3,5.3642,4.2393,2.4317,4.1814,3.5544,-0.0579,1.1227
Ifng,1,3.7649,12.086,11.9538,9.8559,10.0187,-2.2301,-1.9351
Sertad3,3,3.1703,2.3324,1.9699,3.0556,3.144,0.7232,1.1742
Ankrd17,1,4.9054,5.5156,5.7887,5.1551,5.3989,-0.3606,-0.3898
Zfp101,2,2.9332,2.446,2.5641,3.3756,3.2032,0.9296,0.6392
D730040F13Rik,1,2.3106,2.935,3.5675,2.4136,2.7011,-0.5213,-0.8664
Mrfap1,4,6.2839,6.3407,6.566,6.1782,6.1759,-0.1625,-0.3902
Zfp93,3,1.4468,0.9972,1.1886,1.4615,1.6788,0.4643,0.4902
Sec23ip,1,4.7001,5.0259,5.5905,4.6993,5.1103,-0.3267,-0.4803
Tns1,1,4.027,5.1106,5.5081,3.3721,3.9547,-1.7385,-1.5534
Snupn,1,3.5215,3.3841,3.9889,3.2402,3.4169,-0.1439,-0.572
Stam2,1,3.9096,4.229,4.6841,4.0921,4.1776,-0.1369,-0.5065
Mtap6,3,3.3022,2.6737,1.2291,2.8755,2.3561,0.2018,1.127
H2-Q8,2,4.1636,4.8846,4.1744,4.6248,4.9317,-0.2598,0.7573
Pprc1,1,4.2328,5.6026,5.6631,4.4696,4.8326,-1.133,-0.8305
Lair1,3,3.5476,2.2827,1.1424,2.1992,2.0844,-0.0835,0.942
B4galnt4,3,1.2847,1.4072,0.5713,1.3443,1.2874,-0.0629,0.7161
Klhl25,2,3.0281,2.9268,2.6515,3.1436,3.1727,0.2168,0.5212
Mettl4,1,3.6291,4.1134,4.8055,3.9356,4.0978,-0.1778,-0.7077
Kbtbd11,3,4.9619,3.4273,2.3501,3.7066,3.1436,0.2792,0.7935
Klhl26,2,2.1541,1.9876,1.6866,1.8277,2.1662,-0.1599,0.4796
Slain1,3,5.6253,5.2001,4.6057,5.6364,5.3893,0.4363,0.7836
Gemin6,4,3.8788,3.9904,4.4421,3.6273,3.719,-0.3631,-0.723
Eef1d,4,8.8302,8.5845,8.5298,8.6155,8.1561,0.031,-0.3736
Fmnl1,3,7.6875,7.5414,7.214,7.6357,7.8255,0.0944,0.6115
Mta3,3,6.2784,5.8648,5.5587,6.0673,6.3287,0.2025,0.7701
Per2,1,0.6422,1.7194,2.3331,0.6602,1.0086,-1.0592,-1.3246
Tmem69,1,3.9096,3.7803,4.5271,3.9585,3.9777,0.1782,-0.5494
Zkscan5,2,2.5179,2.5014,2.2853,2.7776,2.7715,0.2763,0.4862
Zfp709,1,1.3414,1.5384,1.9045,1.789,1.5334,0.2506,-0.3711
Fam105a,3,5.2838,4.6306,4.3327,5.0318,5.0947,0.4012,0.762
Eif3b,1,7.0363,7.3822,7.5573,7.0851,7.0353,-0.297,-0.522
St3gal5,4,1.3301,0.9087,1.0711,0.9335,0.6724,0.0249,-0.3987
Pgm3,1,2.5971,3.1546,3.9547,2.7163,3.0196,-0.4384,-0.9351
AI504432,1,3.6748,4.3852,4.7412,3.582,3.9985,-0.8032,-0.7427
Snx32,3,2.0087,1.3455,0.611,1.5142,2.0296,0.1687,1.4186
Cep70,3,3.0769,2.6208,2.3669,2.6723,2.8557,0.0515,0.4887
Lig1,3,7.4109,7.0449,6.0447,7.3581,6.9895,0.3131,0.9448
Tgoln1,1,4.5387,5.8697,6.2074,5.3546,5.5181,-0.5152,-0.6893
Ccdc18,3,2.8172,2.2506,1.7728,2.2702,2.8044,0.0196,1.0316
Pign,1,2.2089,2.4751,3.1376,2.2088,2.5788,-0.2663,-0.5588
Rlim,1,4.103,5.1873,5.7189,4.8897,4.9231,-0.2976,-0.7958
Zfp658,2,2.0271,1.9099,1.8818,2.5214,2.5468,0.6114,0.665
Fry,3,1.4521,1.6702,0.8367,1.6346,1.3433,-0.0356,0.5066
Ppp1r14b,4,6.1955,6.1566,5.7203,5.8099,5.3173,-0.3466,-0.403
Fkbp2,4,6.728,5.9117,6.1564,5.8338,5.5651,-0.0779,-0.5913
Prelid2,4,5.9548,5.2536,5.5127,5.1851,4.4909,-0.0686,-1.0218
Elmod3,3,3.237,2.5288,1.8848,2.8146,2.8373,0.2858,0.9525
Ier5,1,3.4065,5.3156,5.4244,4.2526,4.7114,-1.0631,-0.7129
Nbeal2,3,6.2676,5.162,3.9673,5.4996,5.1344,0.3376,1.1671
Capg,1,7.2667,8.015,9.528,6.9487,7.9135,-1.0663,-1.6144
Hist3h2ba,2,2.023,2.4437,1.9639,2.8831,3.1485,0.4394,1.1847
Sipa1,3,5.4535,4.6197,4.1906,4.5759,5.0165,-0.0438,0.8259
Ide,1,6.577,6.7513,7.1225,6.4543,6.6045,-0.297,-0.518
Skap1,3,7.6905,7.0697,6.4113,7.208,7.0317,0.1383,0.6203
Ero1lb,1,2.1611,2.6181,3.4181,2.5375,2.6217,-0.0806,-0.7963
Cml1,2,1.0911,0.7784,0.564,1.341,1.2969,0.5626,0.7329
Npm1,1,11.4482,11.2634,11.8958,11.2221,11.1391,-0.0413,-0.7567
Ado,1,2.5275,3.8802,4.2357,3.3069,3.565,-0.5734,-0.6707
Tmem140,2,0.9093,0.6362,0.5547,1.3179,1.2769,0.6817,0.7222
Atpbd4,4,3.9315,3.6587,3.9,3.71,3.3127,0.0513,-0.5873
AB124611,3,5.0492,4.5153,3.5352,4.743,4.1711,0.2277,0.6358
Slc44a2,3,5.8741,5.6257,4.6806,5.3426,5.1705,-0.2831,0.4898
Armc7,3,5.2092,4.8905,4.5394,5.6125,5.7597,0.722,1.2203
Atp5sl,2,4.5657,4.4876,4.1814,4.5303,4.805,0.0427,0.6237
Uxs1,4,5.2391,4.694,5.4914,4.7233,4.2799,0.0293,-1.2115
Birc2,2,3.7835,3.6486,3.7222,4.3814,4.2779,0.7327,0.5557
Zfp53,2,3.3877,2.9458,3.037,3.7397,3.7432,0.7939,0.7061
Las1l,1,4.7072,4.9327,5.4154,4.6649,4.9074,-0.2678,-0.508
Fam136a,1,4.406,4.3028,4.8057,4.1697,3.9697,-0.1331,-0.836
Bloc1s2,1,5.5753,5.5669,6.2221,5.6275,5.8624,0.0606,-0.3596
Pus7,1,4.4695,4.9476,5.263,4.3529,4.4766,-0.5948,-0.7864
Eif1a,1,5.212,6.5403,7.1616,5.8226,6.2222,-0.7178,-0.9394
Arl16,1,4.9252,4.9364,5.6731,5.0481,5.2695,0.1117,-0.4036
Brd9,3,5.4367,4.9866,4.8952,5.222,5.3051,0.2354,0.4099
Pkn1,3,6.8922,6.4205,5.2404,6.7501,6.3433,0.3296,1.1029
Rpl32,4,11.5369,11.3475,11.5371,11.4003,11.0937,0.0527,-0.4434
Zfp329,1,2.5118,2.2578,2.8811,2.025,2.1562,-0.2329,-0.7249
Itpk1,3,4.1471,3.5239,2.8848,4.2657,3.9443,0.7418,1.0596
Mdn1,1,3.9835,5.0466,5.4976,3.6027,4.107,-1.4439,-1.3907
2011-09-01 00:00:00,1,7.1023,7.7,8.3458,6.8883,7.3475,-0.8117,-0.9983
BC017612,4,2.8404,2.9279,2.5238,2.6697,1.9205,-0.2582,-0.6033
Usf2,3,7.5609,7.0677,6.6698,7.3273,7.2596,0.2596,0.5897
Idi1,4,4.085,3.2792,3.0854,3.3673,2.5841,0.0882,-0.5013
Espl1,3,4.2654,3.6886,3.5654,3.8565,3.9648,0.168,0.3994
Zfp85-rs1,3,2.1149,1.7089,1.7974,2.2074,2.3841,0.4985,0.5866
Abce1,1,6.2555,6.7124,7.2918,6.3178,6.4361,-0.3945,-0.8557
Rrp1b,1,5.6277,6.6827,6.4994,5.5718,5.9324,-1.1109,-0.567
Txndc9,4,6.1044,5.9251,6.1432,5.7041,5.6489,-0.221,-0.4943
Nrf1,1,5.4119,5.3539,5.6631,5.5148,5.2924,0.1608,-0.3707
Map2k5,2,4.7315,4.5808,4.317,4.5838,4.8335,0.0029,0.5165
Fam133b,1,5.0377,5.0492,5.4301,5.0552,4.9457,0.006,-0.4845
Rpl23a,4,10.5085,10.1459,10.3354,10.1813,10.005,0.0355,-0.3304
Rpl5,1,10.024,10.0078,10.4112,9.9989,9.9378,-0.0089,-0.4734
Rpl30,1,10.663,10.5212,10.819,10.5683,10.462,0.0471,-0.3571
Memo1,1,5.0719,5.1468,5.5157,4.9913,5.1078,-0.1555,-0.4079
Nap1l1,4,9.5904,9.3116,9.4548,9.3826,9.0891,0.071,-0.3657
