prolific_id,condition,political_affiliation,blame_prescriptive,praise_prescriptive,emotion_prescriptive,poli_prescriptive,blame_descriptive,praise_descriptive,emotion_descriptive,political_descriptive,affect_polarization,poli_extreme
884,algorithmic,democrat,5.0,5.0,5.0,5.0,56.0,61.0,90.0,71.0,3.0,3.0
885,control,democrat,5.0,5.0,6.0,6.0,61.0,27.0,35.0,85.0,2.0,3.0
886,control,democrat,3.0,7.0,6.0,7.0,45.0,40.0,20.0,85.0,4.0,3.0
888,algorithmic,democrat,3.0,7.0,6.0,6.0,50.0,20.0,10.0,90.0,3.0,2.0
889,control,democrat,1.0,5.0,4.0,1.0,81.0,90.0,90.0,0.0,4.0,2.0
890,control,democrat,4.0,7.0,5.0,4.0,40.0,75.0,20.0,90.0,2.0,3.0
891,control,republican,3.0,7.0,7.0,6.0,65.0,28.0,72.0,82.0,4.0,3.0
892,control,republican,3.0,6.0,5.0,5.0,33.0,33.0,36.0,76.0,1.0,2.0
893,algorithmic,democrat,4.0,6.0,6.0,4.0,85.0,71.0,80.0,64.0,3.0,3.0
894,control,republican,3.0,3.0,4.0,5.0,81.0,47.0,39.0,83.0,4.0,3.0
895,algorithmic,republican,5.0,5.0,6.0,7.0,58.0,70.0,46.0,55.0,3.0,2.0
896,algorithmic,republican,4.0,4.0,3.0,6.0,88.0,22.0,5.0,92.0,4.0,3.0
897,algorithmic,democrat,7.0,7.0,7.0,7.0,40.0,68.0,42.0,75.0,2.0,3.0
898,control,democrat,3.0,5.0,2.0,1.0,80.0,20.0,95.0,95.0,1.0,3.0
899,control,democrat,1.0,7.0,5.0,5.0,45.0,55.0,66.0,66.0,4.0,2.0
900,control,democrat,2.0,4.0,4.0,4.0,58.0,46.0,26.0,56.0,3.0,3.0
901,control,democrat,4.0,4.0,5.0,3.0,73.0,45.0,43.0,83.0,4.0,3.0
902,algorithmic,democrat,6.0,6.0,5.0,6.0,40.0,87.0,81.0,97.0,1.0,2.0
903,algorithmic,republican,3.0,3.0,2.0,1.0,70.0,20.0,50.0,90.0,4.0,3.0
904,control,democrat,6.0,2.0,4.0,7.0,90.0,5.0,5.0,90.0,5.0,4.0
905,algorithmic,democrat,3.0,5.0,5.0,7.0,58.0,35.0,64.0,58.0,2.0,2.0
906,control,republican,5.0,6.0,7.0,6.0,25.0,35.0,15.0,25.0,4.0,2.0
907,algorithmic,democrat,7.0,7.0,7.0,7.0,74.0,74.0,49.0,77.0,1.0,1.0
908,control,republican,5.0,6.0,5.0,6.0,47.0,62.0,71.0,58.0,3.0,4.0
910,control,democrat,4.0,4.0,4.0,4.0,50.0,60.0,70.0,90.0,2.0,2.0
911,algorithmic,democrat,5.0,6.0,5.0,6.0,68.0,78.0,56.0,71.0,4.0,3.0
913,algorithmic,democrat,4.0,4.0,6.0,6.0,25.0,15.0,50.0,75.0,4.0,3.0
914,control,democrat,4.0,5.0,7.0,6.0,67.0,16.0,5.0,96.0,4.0,3.0
915,algorithmic,democrat,6.0,7.0,7.0,7.0,73.0,84.0,0.0,91.0,5.0,3.0
916,algorithmic,republican,7.0,7.0,7.0,7.0,67.0,65.0,53.0,94.0,4.0,4.0
918,control,republican,3.0,6.0,5.0,5.0,61.0,54.0,40.0,80.0,3.0,3.0
919,control,democrat,3.0,7.0,6.0,6.0,40.0,35.0,25.0,70.0,4.0,2.0
920,control,democrat,2.0,4.0,4.0,4.0,77.0,71.0,50.0,90.0,1.0,2.0
921,control,democrat,5.0,5.0,5.0,5.0,65.0,40.0,70.0,65.0,5.0,2.0
922,control,democrat,4.0,4.0,7.0,3.0,34.0,34.0,21.0,78.0,5.0,4.0
923,algorithmic,republican,5.0,4.0,5.0,5.0,65.0,47.0,65.0,69.0,3.0,4.0
924,algorithmic,democrat,2.0,7.0,4.0,4.0,50.0,50.0,13.0,64.0,3.0,3.0
925,control,democrat,2.0,5.0,3.0,5.0,16.0,58.0,59.0,62.0,4.0,2.0
926,algorithmic,democrat,4.0,4.0,4.0,4.0,53.0,51.0,50.0,52.0,3.0,3.0
927,algorithmic,republican,5.0,4.0,6.0,5.0,35.0,75.0,33.0,34.0,4.0,3.0
928,algorithmic,democrat,5.0,5.0,6.0,5.0,70.0,73.0,58.0,81.0,4.0,4.0
929,algorithmic,democrat,7.0,7.0,6.0,7.0,40.0,60.0,65.0,90.0,5.0,2.0
930,control,democrat,5.0,5.0,6.0,5.0,60.0,20.0,75.0,80.0,4.0,3.0
931,control,republican,5.0,4.0,5.0,4.0,70.0,84.0,78.0,82.0,3.0,4.0
932,control,republican,2.0,4.0,5.0,4.0,62.0,37.0,59.0,69.0,3.0,3.0
933,control,republican,5.0,7.0,6.0,6.0,35.0,46.0,52.0,65.0,3.0,2.0
934,algorithmic,republican,5.0,6.0,6.0,6.0,77.0,73.0,68.0,77.0,1.0,1.0
935,algorithmic,democrat,5.0,7.0,6.0,7.0,75.0,25.0,61.0,77.0,4.0,2.0
936,algorithmic,democrat,6.0,6.0,4.0,7.0,67.0,75.0,64.0,90.0,4.0,2.0
937,algorithmic,republican,5.0,6.0,3.0,3.0,90.0,62.0,42.0,96.0,4.0,4.0
938,control,democrat,5.0,6.0,6.0,6.0,30.0,25.0,21.0,60.0,4.0,2.0
939,algorithmic,democrat,3.0,6.0,6.0,4.0,70.0,35.0,17.0,90.0,5.0,4.0
940,control,republican,4.0,5.0,6.0,5.0,20.0,43.0,66.0,81.0,4.0,2.0
941,algorithmic,republican,5.0,6.0,6.0,6.0,36.0,58.0,42.0,70.0,3.0,4.0
942,control,republican,1.0,4.0,4.0,4.0,40.0,43.0,15.0,6.0,1.0,2.0
943,algorithmic,republican,3.0,5.0,5.0,3.0,55.0,45.0,34.0,87.0,4.0,3.0
944,algorithmic,democrat,7.0,3.0,6.0,7.0,91.0,32.0,94.0,99.0,4.0,5.0
945,algorithmic,republican,2.0,6.0,6.0,6.0,6.0,97.0,85.0,90.0,4.0,4.0
946,algorithmic,democrat,5.0,5.0,6.0,6.0,65.0,35.0,75.0,100.0,3.0,1.0
947,control,democrat,5.0,5.0,5.0,5.0,75.0,35.0,70.0,90.0,4.0,1.0
948,control,democrat,2.0,6.0,6.0,4.0,65.0,50.0,1.0,87.0,5.0,4.0
949,control,democrat,4.0,4.0,3.0,5.0,60.0,60.0,40.0,65.0,2.0,2.0
950,control,democrat,5.0,6.0,5.0,5.0,13.0,18.0,12.0,60.0,4.0,3.0
951,control,democrat,7.0,7.0,7.0,7.0,50.0,50.0,60.0,90.0,5.0,4.0
952,algorithmic,republican,5.0,5.0,5.0,3.0,47.0,34.0,39.0,72.0,4.0,3.0
953,algorithmic,democrat,3.0,5.0,5.0,6.0,74.0,74.0,80.0,79.0,4.0,4.0
954,control,republican,3.0,3.0,5.0,4.0,59.0,60.0,31.0,46.0,3.0,4.0
955,algorithmic,democrat,6.0,6.0,7.0,6.0,39.0,63.0,34.0,89.0,4.0,4.0
956,control,democrat,1.0,7.0,7.0,7.0,50.0,50.0,40.0,80.0,5.0,3.0
957,control,democrat,5.0,6.0,5.0,6.0,40.0,45.0,60.0,51.0,4.0,1.0
958,algorithmic,democrat,2.0,7.0,6.0,3.0,60.0,30.0,10.0,85.0,4.0,3.0
959,control,democrat,6.0,7.0,7.0,7.0,36.0,65.0,56.0,89.0,5.0,2.0
960,algorithmic,republican,5.0,6.0,7.0,7.0,69.0,39.0,77.0,82.0,4.0,4.0
961,algorithmic,democrat,1.0,5.0,4.0,1.0,81.0,54.0,87.0,91.0,4.0,4.0
962,algorithmic,democrat,4.0,5.0,5.0,6.0,52.0,70.0,34.0,87.0,4.0,4.0
963,algorithmic,democrat,5.0,4.0,5.0,5.0,56.0,51.0,46.0,59.0,3.0,3.0
964,control,democrat,2.0,5.0,2.0,7.0,60.0,40.0,5.0,84.0,1.0,2.0
965,control,republican,1.0,4.0,3.0,1.0,59.0,40.0,43.0,59.0,2.0,2.0
966,algorithmic,democrat,5.0,5.0,6.0,6.0,71.0,67.0,70.0,81.0,4.0,2.0
967,control,republican,2.0,3.0,2.0,3.0,29.0,24.0,64.0,36.0,2.0,3.0
968,control,democrat,4.0,4.0,5.0,5.0,52.0,48.0,15.0,85.0,2.0,2.0
970,algorithmic,republican,7.0,4.0,5.0,7.0,49.0,8.0,20.0,61.0,5.0,1.0
972,control,lean_democrat,4.0,7.0,7.0,2.0,20.0,30.0,10.0,50.0,4.0,3.0
973,control,democrat,3.0,5.0,7.0,4.0,40.0,40.0,75.0,70.0,5.0,3.0
974,algorithmic,republican,5.0,6.0,6.0,5.0,75.0,91.0,65.0,84.0,3.0,4.0
975,control,democrat,4.0,4.0,5.0,6.0,65.0,20.0,62.0,65.0,4.0,3.0
977,algorithmic,republican,3.0,7.0,7.0,4.0,51.0,93.0,88.0,92.0,4.0,5.0
978,algorithmic,lean_democrat,6.0,7.0,7.0,5.0,69.0,82.0,46.0,93.0,5.0,2.0
979,control,democrat,4.0,7.0,6.0,4.0,37.0,36.0,26.0,71.0,3.0,3.0
980,algorithmic,republican,3.0,3.0,1.0,5.0,65.0,41.0,29.0,71.0,2.0,4.0
981,algorithmic,republican,5.0,5.0,5.0,5.0,65.0,80.0,15.0,11.0,4.0,4.0
982,algorithmic,democrat,3.0,5.0,5.0,2.0,31.0,77.0,79.0,91.0,2.0,2.0
983,control,democrat,6.0,2.0,1.0,6.0,66.0,22.0,9.0,82.0,4.0,4.0
984,algorithmic,democrat,5.0,7.0,5.0,5.0,40.0,50.0,30.0,75.0,3.0,4.0
985,control,republican,5.0,6.0,5.0,5.0,85.0,75.0,75.0,56.0,3.0,4.0
986,control,republican,3.0,5.0,5.0,5.0,40.0,20.0,20.0,50.0,4.0,3.0
987,algorithmic,democrat,3.0,4.0,3.0,4.0,81.0,73.0,40.0,86.0,4.0,3.0
988,control,republican,6.0,5.0,6.0,4.0,85.0,79.0,77.0,78.0,5.0,3.0
989,control,democrat,3.0,3.0,5.0,3.0,40.0,40.0,20.0,73.0,3.0,2.0
990,control,democrat,5.0,4.0,5.0,6.0,63.0,38.0,90.0,71.0,4.0,3.0
992,algorithmic,republican,4.0,5.0,4.0,6.0,36.0,62.0,29.0,94.0,3.0,3.0
993,algorithmic,democrat,1.0,3.0,3.0,3.0,56.0,38.0,45.0,77.0,2.0,3.0
994,control,republican,1.0,7.0,5.0,4.0,20.0,40.0,35.0,25.0,5.0,3.0
995,algorithmic,democrat,5.0,7.0,5.0,7.0,21.0,83.0,54.0,80.0,1.0,1.0
996,control,democrat,5.0,7.0,6.0,7.0,46.0,41.0,37.0,75.0,3.0,1.0
997,algorithmic,republican,3.0,5.0,5.0,3.0,75.0,49.0,68.0,82.0,3.0,3.0
998,algorithmic,democrat,4.0,4.0,5.0,5.0,85.0,61.0,37.0,74.0,4.0,4.0
999,control,democrat,5.0,7.0,6.0,6.0,50.0,30.0,3.0,86.0,4.0,2.0
1000,algorithmic,republican,5.0,7.0,7.0,5.0,60.0,40.0,51.0,85.0,1.0,1.0
1002,control,democrat,7.0,7.0,7.0,7.0,14.0,32.0,6.0,43.0,3.0,1.0
1003,control,democrat,5.0,5.0,5.0,6.0,73.0,70.0,66.0,85.0,4.0,3.0
1004,algorithmic,democrat,5.0,6.0,5.0,7.0,35.0,72.0,74.0,88.0,2.0,3.0
1005,control,democrat,5.0,5.0,5.0,5.0,61.0,62.0,63.0,63.0,1.0,4.0
1006,algorithmic,democrat,6.0,6.0,6.0,6.0,55.0,40.0,87.0,75.0,4.0,2.0
1008,algorithmic,democrat,5.0,7.0,5.0,6.0,82.0,75.0,69.0,89.0,4.0,3.0
1009,algorithmic,democrat,5.0,6.0,4.0,4.0,47.0,53.0,75.0,94.0,4.0,4.0
1010,control,republican,2.0,6.0,6.0,6.0,73.0,65.0,36.0,75.0,3.0,4.0
1011,algorithmic,republican,2.0,4.0,3.0,1.0,50.0,43.0,41.0,88.0,3.0,2.0
1012,algorithmic,democrat,3.0,7.0,7.0,7.0,74.0,31.0,68.0,84.0,3.0,3.0
1013,control,democrat,4.0,7.0,7.0,6.0,78.0,24.0,51.0,77.0,3.0,1.0
1014,algorithmic,democrat,5.0,5.0,6.0,6.0,55.0,40.0,60.0,78.0,4.0,2.0
1015,control,republican,1.0,3.0,2.0,2.0,60.0,30.0,64.0,77.0,4.0,4.0
1016,control,democrat,7.0,7.0,7.0,7.0,50.0,50.0,25.0,75.0,3.0,1.0
1017,control,republican,5.0,4.0,3.0,5.0,56.0,42.0,50.0,95.0,4.0,3.0
1018,control,republican,3.0,5.0,5.0,5.0,97.0,85.0,26.0,94.0,4.0,3.0
1019,algorithmic,democrat,6.0,4.0,5.0,5.0,87.0,73.0,58.0,97.0,3.0,1.0
1020,algorithmic,democrat,3.0,5.0,5.0,5.0,70.0,76.0,55.0,85.0,3.0,2.0
1021,algorithmic,democrat,4.0,4.0,4.0,6.0,35.0,54.0,50.0,50.0,3.0,3.0
1022,control,democrat,6.0,6.0,3.0,7.0,40.0,40.0,10.0,80.0,4.0,2.0
1023,control,democrat,5.0,6.0,5.0,5.0,59.0,43.0,37.0,77.0,4.0,2.0
1024,control,democrat,5.0,6.0,5.0,6.0,41.0,40.0,27.0,73.0,2.0,2.0
1025,control,republican,4.0,7.0,4.0,7.0,67.0,20.0,10.0,85.0,5.0,3.0
1026,algorithmic,democrat,6.0,6.0,5.0,7.0,33.0,86.0,1.0,97.0,1.0,3.0
1027,control,republican,7.0,7.0,7.0,7.0,31.0,33.0,15.0,75.0,4.0,1.0
1028,algorithmic,democrat,3.0,7.0,5.0,3.0,60.0,10.0,40.0,80.0,3.0,2.0
1029,control,democrat,4.0,5.0,5.0,5.0,40.0,65.0,65.0,77.0,2.0,3.0
1030,algorithmic,democrat,6.0,4.0,3.0,4.0,68.0,77.0,77.0,78.0,3.0,2.0
1031,control,republican,4.0,4.0,4.0,4.0,51.0,48.0,46.0,46.0,2.0,2.0
1032,algorithmic,republican,2.0,7.0,5.0,5.0,77.0,34.0,36.0,67.0,2.0,3.0
1033,algorithmic,republican,5.0,6.0,6.0,5.0,60.0,40.0,80.0,90.0,4.0,1.0
1034,algorithmic,democrat,5.0,6.0,5.0,6.0,78.0,20.0,59.0,89.0,4.0,4.0
1035,algorithmic,republican,3.0,5.0,4.0,5.0,37.0,74.0,62.0,68.0,3.0,4.0
1036,control,republican,4.0,4.0,3.0,6.0,50.0,50.0,31.0,67.0,3.0,3.0
1037,control,democrat,7.0,5.0,6.0,6.0,60.0,20.0,33.0,80.0,3.0,3.0
1038,algorithmic,republican,5.0,7.0,5.0,3.0,50.0,51.0,30.0,80.0,3.0,4.0
1039,algorithmic,democrat,5.0,5.0,6.0,5.0,67.0,63.0,41.0,82.0,4.0,4.0
1040,control,democrat,4.0,4.0,4.0,4.0,70.0,40.0,30.0,83.0,3.0,3.0
1041,control,democrat,7.0,2.0,4.0,7.0,80.0,10.0,35.0,95.0,3.0,2.0
1042,control,democrat,5.0,7.0,5.0,6.0,40.0,56.0,23.0,93.0,2.0,4.0
1043,control,republican,1.0,7.0,4.0,4.0,65.0,97.0,97.0,97.0,3.0,2.0
1044,control,democrat,5.0,5.0,3.0,5.0,50.0,42.0,19.0,71.0,4.0,3.0
1046,algorithmic,democrat,2.0,7.0,7.0,4.0,80.0,80.0,85.0,95.0,3.0,4.0
1047,control,republican,4.0,4.0,4.0,4.0,60.0,70.0,24.0,76.0,3.0,2.0
1048,algorithmic,democrat,6.0,6.0,6.0,6.0,45.0,40.0,60.0,85.0,4.0,1.0
1049,algorithmic,democrat,5.0,5.0,4.0,5.0,59.0,57.0,55.0,57.0,4.0,3.0
1050,algorithmic,democrat,3.0,7.0,5.0,3.0,57.0,64.0,24.0,82.0,3.0,3.0
1051,algorithmic,republican,6.0,5.0,6.0,7.0,86.0,62.0,86.0,93.0,2.0,3.0
1052,control,democrat,1.0,7.0,4.0,4.0,52.0,78.0,21.0,84.0,1.0,4.0
1053,control,republican,4.0,5.0,4.0,6.0,75.0,75.0,50.0,66.0,3.0,3.0
1054,control,republican,2.0,6.0,6.0,2.0,29.0,69.0,57.0,81.0,4.0,5.0
1055,algorithmic,republican,4.0,7.0,7.0,7.0,81.0,85.0,51.0,91.0,4.0,3.0
1056,algorithmic,democrat,3.0,5.0,3.0,3.0,58.0,40.0,24.0,65.0,2.0,2.0
1057,control,democrat,5.0,5.0,5.0,4.0,46.0,40.0,15.0,97.0,5.0,2.0
1058,control,democrat,7.0,7.0,7.0,7.0,46.0,54.0,27.0,86.0,4.0,2.0
1059,algorithmic,democrat,5.0,7.0,6.0,6.0,37.0,83.0,56.0,85.0,4.0,1.0
1060,control,lean_democrat,4.0,6.0,5.0,7.0,75.0,49.0,30.0,90.0,4.0,3.0
1061,control,republican,2.0,5.0,4.0,3.0,14.0,77.0,35.0,73.0,2.0,2.0
1062,algorithmic,republican,5.0,7.0,4.0,5.0,90.0,89.0,92.0,94.0,2.0,3.0
1063,algorithmic,democrat,5.0,5.0,5.0,5.0,60.0,60.0,40.0,70.0,2.0,3.0
1064,control,democrat,4.0,4.0,5.0,5.0,37.0,63.0,56.0,44.0,4.0,3.0
1065,control,democrat,4.0,5.0,6.0,5.0,55.0,60.0,50.0,85.0,4.0,2.0
1066,control,republican,2.0,6.0,5.0,6.0,52.0,39.0,63.0,73.0,3.0,3.0
1067,control,democrat,5.0,7.0,4.0,4.0,33.0,24.0,25.0,26.0,4.0,1.0
1068,algorithmic,republican,5.0,6.0,5.0,4.0,56.0,45.0,59.0,90.0,2.0,2.0
1069,algorithmic,republican,2.0,6.0,4.0,6.0,59.0,35.0,20.0,80.0,3.0,4.0
1070,algorithmic,democrat,6.0,6.0,6.0,6.0,74.0,30.0,75.0,78.0,3.0,1.0
1071,control,democrat,5.0,6.0,6.0,6.0,38.0,61.0,55.0,56.0,2.0,3.0
1072,algorithmic,democrat,5.0,6.0,6.0,6.0,40.0,40.0,60.0,80.0,4.0,1.0
1073,control,democrat,2.0,3.0,2.0,2.0,75.0,27.0,76.0,96.0,4.0,2.0
1074,algorithmic,democrat,1.0,5.0,4.0,4.0,83.0,83.0,39.0,95.0,3.0,2.0
1075,control,democrat,4.0,6.0,6.0,5.0,40.0,60.0,40.0,90.0,4.0,2.0
1076,control,democrat,5.0,5.0,7.0,7.0,80.0,65.0,47.0,94.0,3.0,3.0
1077,algorithmic,democrat,7.0,7.0,7.0,7.0,30.0,70.0,40.0,80.0,4.0,2.0
1078,control,republican,7.0,7.0,4.0,6.0,70.0,49.0,25.0,75.0,2.0,2.0
1079,control,democrat,6.0,6.0,5.0,7.0,73.0,29.0,59.0,81.0,4.0,2.0
1080,algorithmic,republican,2.0,5.0,4.0,5.0,56.0,72.0,24.0,95.0,4.0,3.0
1081,control,democrat,3.0,5.0,5.0,5.0,77.0,63.0,19.0,100.0,2.0,2.0
1082,control,democrat,5.0,5.0,5.0,5.0,43.0,27.0,87.0,91.0,4.0,2.0
1083,algorithmic,democrat,5.0,5.0,4.0,6.0,66.0,57.0,32.0,87.0,4.0,2.0
1084,algorithmic,republican,1.0,7.0,7.0,5.0,35.0,28.0,14.0,69.0,4.0,1.0
1085,control,republican,1.0,7.0,7.0,7.0,0.0,89.0,85.0,96.0,1.0,1.0
1086,algorithmic,republican,2.0,5.0,4.0,2.0,68.0,41.0,37.0,92.0,4.0,3.0
1088,algorithmic,democrat,4.0,4.0,7.0,7.0,36.0,82.0,31.0,92.0,4.0,3.0
1089,algorithmic,democrat,3.0,6.0,6.0,6.0,23.0,56.0,38.0,74.0,4.0,4.0
1090,algorithmic,democrat,5.0,6.0,5.0,6.0,44.0,58.0,38.0,60.0,4.0,1.0
1091,control,democrat,4.0,6.0,5.0,6.0,70.0,20.0,10.0,90.0,5.0,3.0
1093,control,democrat,3.0,7.0,4.0,6.0,15.0,34.0,6.0,60.0,4.0,1.0
1094,algorithmic,democrat,4.0,5.0,5.0,4.0,75.0,50.0,80.0,90.0,3.0,3.0
1095,control,democrat,7.0,7.0,7.0,7.0,20.0,29.0,9.0,30.0,2.0,2.0
1096,control,republican,4.0,4.0,5.0,2.0,76.0,68.0,74.0,79.0,1.0,4.0
1097,algorithmic,republican,3.0,6.0,6.0,7.0,55.0,45.0,42.0,83.0,4.0,2.0
1098,control,republican,1.0,7.0,7.0,7.0,27.0,35.0,17.0,90.0,4.0,2.0
1099,algorithmic,democrat,5.0,5.0,5.0,5.0,75.0,75.0,70.0,75.0,3.0,3.0
1100,algorithmic,democrat,3.0,5.0,6.0,5.0,67.0,82.0,60.0,87.0,3.0,2.0
1101,control,republican,2.0,4.0,5.0,4.0,44.0,34.0,23.0,72.0,2.0,3.0
1102,control,democrat,5.0,7.0,6.0,6.0,37.0,58.0,36.0,56.0,3.0,2.0
1103,control,republican,4.0,7.0,3.0,5.0,85.0,90.0,15.0,90.0,2.0,4.0
1104,control,democrat,5.0,7.0,7.0,5.0,75.0,20.0,35.0,95.0,5.0,4.0
1105,algorithmic,republican,6.0,6.0,4.0,7.0,60.0,44.0,9.0,95.0,3.0,1.0
1106,control,democrat,6.0,6.0,7.0,7.0,66.0,37.0,17.0,82.0,2.0,3.0
1107,algorithmic,democrat,6.0,6.0,5.0,6.0,70.0,29.0,90.0,86.0,4.0,1.0
1108,control,democrat,5.0,5.0,5.0,6.0,60.0,61.0,48.0,68.0,3.0,2.0
1109,control,democrat,6.0,3.0,5.0,7.0,45.0,25.0,20.0,70.0,3.0,2.0
1110,control,republican,2.0,6.0,5.0,4.0,66.0,68.0,53.0,91.0,2.0,4.0
1111,control,democrat,3.0,5.0,6.0,6.0,55.0,42.0,9.0,87.0,3.0,3.0
1112,algorithmic,republican,3.0,7.0,7.0,5.0,26.0,70.0,10.0,60.0,3.0,3.0
1113,algorithmic,democrat,4.0,6.0,5.0,3.0,62.0,49.0,48.0,83.0,4.0,3.0
1114,algorithmic,democrat,7.0,7.0,6.0,7.0,40.0,30.0,28.0,80.0,4.0,1.0
1115,algorithmic,democrat,1.0,4.0,4.0,1.0,67.0,29.0,35.0,76.0,3.0,4.0
1117,algorithmic,democrat,5.0,6.0,5.0,6.0,50.0,62.0,20.0,100.0,1.0,1.0
1118,control,democrat,5.0,7.0,7.0,6.0,60.0,40.0,5.0,80.0,3.0,2.0
1119,control,republican,3.0,6.0,5.0,5.0,75.0,33.0,85.0,69.0,4.0,4.0
1120,control,democrat,5.0,4.0,5.0,7.0,80.0,15.0,75.0,82.0,5.0,4.0
1121,algorithmic,democrat,3.0,6.0,6.0,5.0,60.0,40.0,20.0,65.0,4.0,2.0
1122,algorithmic,democrat,3.0,5.0,4.0,5.0,58.0,43.0,47.0,73.0,1.0,2.0
1123,control,republican,5.0,6.0,6.0,5.0,57.0,57.0,70.0,65.0,3.0,2.0
1124,algorithmic,republican,3.0,5.0,4.0,4.0,45.0,43.0,65.0,82.0,3.0,3.0
1125,control,democrat,1.0,4.0,4.0,4.0,54.0,51.0,43.0,44.0,4.0,4.0
1126,algorithmic,democrat,4.0,7.0,7.0,6.0,75.0,5.0,85.0,95.0,4.0,3.0
1127,algorithmic,democrat,4.0,7.0,6.0,5.0,30.0,70.0,40.0,90.0,3.0,4.0
1128,algorithmic,democrat,3.0,5.0,5.0,7.0,60.0,18.0,70.0,90.0,3.0,3.0
1129,control,republican,4.0,4.0,4.0,4.0,53.0,43.0,50.0,100.0,2.0,2.0
1130,algorithmic,democrat,6.0,7.0,5.0,6.0,60.0,40.0,65.0,70.0,4.0,2.0
1131,control,democrat,7.0,5.0,4.0,7.0,76.0,39.0,49.0,88.0,5.0,5.0
1132,algorithmic,republican,4.0,6.0,6.0,7.0,75.0,70.0,30.0,95.0,2.0,4.0
1133,algorithmic,democrat,5.0,7.0,6.0,7.0,29.0,41.0,13.0,61.0,4.0,3.0
1134,algorithmic,democrat,3.0,7.0,7.0,7.0,56.0,58.0,60.0,94.0,4.0,4.0
1135,control,democrat,5.0,5.0,6.0,7.0,33.0,33.0,60.0,70.0,4.0,3.0
1136,control,democrat,6.0,7.0,7.0,5.0,80.0,25.0,5.0,98.0,5.0,3.0
1137,algorithmic,republican,4.0,4.0,4.0,4.0,56.0,54.0,40.0,60.0,4.0,1.0
1138,control,democrat,5.0,5.0,4.0,5.0,22.0,25.0,16.0,37.0,3.0,2.0
1139,control,democrat,4.0,6.0,2.0,7.0,70.0,40.0,21.0,73.0,4.0,2.0
1140,algorithmic,republican,2.0,7.0,6.0,5.0,45.0,60.0,40.0,80.0,2.0,4.0
1141,algorithmic,democrat,5.0,6.0,5.0,7.0,50.0,60.0,35.0,80.0,4.0,1.0
1142,control,republican,1.0,7.0,7.0,1.0,35.0,36.0,7.0,82.0,1.0,1.0
1143,algorithmic,democrat,4.0,5.0,5.0,5.0,79.0,77.0,67.0,93.0,2.0,4.0
1144,algorithmic,democrat,3.0,5.0,5.0,6.0,65.0,30.0,35.0,95.0,3.0,1.0
1145,control,democrat,3.0,6.0,6.0,6.0,49.0,45.0,66.0,80.0,2.0,2.0
1146,algorithmic,republican,1.0,7.0,1.0,2.0,0.0,88.0,2.0,7.0,2.0,2.0
1148,algorithmic,republican,3.0,5.0,5.0,3.0,72.0,32.0,52.0,87.0,3.0,3.0
1149,control,democrat,6.0,6.0,6.0,6.0,37.0,37.0,26.0,53.0,3.0,2.0
1150,algorithmic,democrat,4.0,6.0,3.0,6.0,34.0,66.0,38.0,64.0,3.0,3.0
1151,control,republican,2.0,4.0,3.0,4.0,71.0,73.0,27.0,81.0,3.0,2.0
1153,algorithmic,democrat,2.0,5.0,4.0,5.0,41.0,63.0,39.0,52.0,1.0,3.0
1154,control,democrat,1.0,7.0,7.0,1.0,98.0,12.0,96.0,93.0,4.0,2.0
1155,algorithmic,republican,4.0,4.0,4.0,4.0,64.0,63.0,37.0,70.0,3.0,3.0
1156,algorithmic,republican,3.0,5.0,4.0,4.0,68.0,68.0,28.0,73.0,4.0,4.0
1157,algorithmic,democrat,5.0,7.0,4.0,7.0,62.0,75.0,29.0,91.0,4.0,4.0
1158,control,democrat,3.0,6.0,7.0,7.0,41.0,46.0,33.0,88.0,3.0,2.0
1159,algorithmic,democrat,4.0,6.0,5.0,5.0,50.0,75.0,63.0,75.0,3.0,2.0
1160,control,republican,5.0,7.0,7.0,5.0,63.0,40.0,20.0,43.0,2.0,4.0
1161,algorithmic,democrat,4.0,4.0,4.0,4.0,40.0,40.0,55.0,50.0,3.0,3.0
1162,algorithmic,democrat,3.0,6.0,3.0,2.0,40.0,60.0,24.0,88.0,4.0,1.0
1163,algorithmic,republican,3.0,4.0,5.0,6.0,53.0,50.0,39.0,89.0,4.0,2.0
1164,algorithmic,republican,1.0,6.0,6.0,4.0,73.0,29.0,72.0,100.0,3.0,4.0
1165,algorithmic,democrat,5.0,6.0,5.0,5.0,65.0,44.0,62.0,82.0,3.0,3.0
1166,control,democrat,1.0,2.0,4.0,4.0,65.0,66.0,67.0,92.0,4.0,4.0
1167,control,republican,3.0,6.0,5.0,6.0,89.0,44.0,18.0,87.0,2.0,3.0
1168,control,democrat,5.0,7.0,6.0,6.0,52.0,91.0,5.0,82.0,2.0,2.0
1169,algorithmic,democrat,6.0,7.0,4.0,7.0,60.0,40.0,15.0,95.0,4.0,1.0
1170,control,democrat,5.0,7.0,7.0,6.0,56.0,37.0,77.0,87.0,4.0,3.0
1171,control,republican,5.0,5.0,3.0,6.0,21.0,60.0,5.0,68.0,4.0,3.0
1172,control,democrat,5.0,7.0,6.0,7.0,25.0,25.0,50.0,75.0,1.0,1.0
1173,algorithmic,democrat,1.0,6.0,4.0,4.0,30.0,76.0,62.0,82.0,4.0,4.0
1174,algorithmic,republican,1.0,7.0,7.0,7.0,49.0,49.0,89.0,93.0,4.0,4.0
1175,algorithmic,lean_democrat,5.0,6.0,3.0,4.0,70.0,36.0,9.0,74.0,4.0,4.0
