x_km,y_km,prof_pre_m,prof_post_m,cambio_m
4.94,4.46,-1113.3,-1107.0,6.3
-4.96,4.36,-1082.2,-1077.0,5.3
-4.86,4.36,-1069.7,-1067.1,2.7
-4.76,4.36,-1057.9,-1057.6,0.3
-4.66,4.36,-1045.5,-1045.3,0.3
-4.56,4.36,-1032.5,-1033.0,-0.5
-4.46,4.36,-1019.1,-1018.9,0.2
-4.36,4.36,-1006.1,-1006.2,-0.1
-4.26,4.36,-993.1,-992.8,0.3
-4.16,4.36,-979.8,-979.9,-0.2
-4.06,4.36,-967.0,-963.4,3.7
-3.96,4.36,-952.8,-948.7,4.1
-3.86,4.36,-938.2,-934.7,3.5
-3.76,4.36,-924.2,-923.0,1.3
-3.66,4.36,-910.9,-913.7,-2.8
-3.56,4.36,-897.6,-917.3,-19.8
-3.46,4.36,-885.1,-921.2,-36.1
-3.36,4.36,-873.0,-918.6,-45.6
-3.26,4.36,-861.2,-909.7,-48.5
-3.16,4.36,-850.5,-898.7,-48.1
-3.06,4.36,-840.6,-881.4,-40.8
-2.96,4.36,-831.6,-866.8,-35.2
-2.86,4.36,-823.4,-859.5,-36.1
-2.76,4.36,-815.5,-853.1,-37.6
-2.66,4.36,-807.1,-846.3,-39.2
-2.56,4.36,-797.8,-841.6,-43.7
-2.46,4.36,-784.9,-827.6,-42.8
-2.36,4.36,-767.6,-804.3,-36.7
-2.26,4.36,-751.5,-787.4,-35.9
-2.16,4.36,-742.5,-777.1,-34.6
-2.06,4.36,-738.7,-771.1,-32.4
-1.96,4.36,-732.6,-766.4,-33.8
-1.86,4.36,-722.9,-761.1,-38.2
-1.76,4.36,-711.5,-756.4,-44.9
-1.66,4.36,-701.8,-747.7,-46.0
-1.56,4.36,-695.6,-735.0,-39.4
-1.46,4.36,-693.6,-720.1,-26.5
-1.36,4.36,-694.3,-707.5,-13.2
-1.26,4.36,-696.0,-701.1,-5.1
-1.16,4.36,-698.4,-699.2,-0.8
-1.06,4.36,-701.7,-699.9,1.8
-0.96,4.36,-706.7,-701.0,5.7
-0.86,4.36,-711.0,-704.9,6.1
-0.76,4.36,-712.3,-706.9,5.4
-0.66,4.36,-712.4,-707.7,4.7
-0.56,4.36,-712.4,-708.9,3.6
-0.46,4.36,-712.0,-708.6,3.4
-0.36,4.36,-710.6,-707.2,3.5
-0.26,4.36,-708.0,-704.3,3.7
-0.16,4.36,-704.1,-700.5,3.6
-0.06,4.36,-699.7,-697.1,2.6
0.04,4.36,-696.5,-694.2,2.3
0.14,4.36,-694.8,-690.9,4.0
0.24,4.36,-693.9,-688.9,4.9
0.34,4.36,-693.1,-686.9,6.1
0.44,4.36,-692.2,-686.4,5.8
0.54,4.36,-691.9,-684.5,7.5
0.64,4.36,-692.0,-682.9,9.1
0.74,4.36,-691.9,-680.9,11.1
0.84,4.36,-692.2,-680.3,12.0
0.94,4.36,-693.5,-683.1,10.4
1.04,4.36,-695.5,-686.4,9.1
1.14,4.36,-698.3,-690.2,8.2
1.24,4.36,-701.6,-694.2,7.4
1.34,4.36,-705.2,-699.0,6.2
1.44,4.36,-710.4,-703.8,6.6
1.54,4.36,-717.1,-710.0,7.1
1.64,4.36,-724.9,-716.5,8.4
1.74,4.36,-734.7,-726.6,8.1
1.84,4.36,-745.8,-738.3,7.5
1.94,4.36,-758.1,-750.3,7.7
2.04,4.36,-771.5,-762.6,8.9
2.14,4.36,-785.3,-775.7,9.6
2.24,4.36,-798.6,-788.4,10.2
2.34,4.36,-809.4,-800.3,9.1
2.44,4.36,-817.3,-810.9,6.5
2.54,4.36,-823.8,-820.8,3.0
2.64,4.36,-831.6,-830.0,1.6
2.74,4.36,-840.7,-840.1,0.6
2.84,4.36,-851.5,-851.8,-0.3
2.94,4.36,-864.8,-865.1,-0.4
3.04,4.36,-879.7,-878.7,1.0
3.14,4.36,-893.4,-891.9,1.5
3.24,4.36,-905.7,-903.5,2.2
3.34,4.36,-917.3,-914.7,2.6
3.44,4.36,-928.0,-925.4,2.6
3.54,4.36,-939.2,-935.2,4.0
3.64,4.36,-949.9,-945.7,4.2
3.74,4.36,-960.4,-957.3,3.0
3.84,4.36,-971.3,-969.3,2.0
3.94,4.36,-983.2,-980.8,2.4
4.04,4.36,-995.1,-992.7,2.4
4.14,4.36,-1007.8,-1003.1,4.7
4.24,4.36,-1021.0,-1014.7,6.3
4.34,4.36,-1033.7,-1028.6,5.1
4.44,4.36,-1046.5,-1040.9,5.6
4.54,4.36,-1059.6,-1051.6,8.0
4.64,4.36,-1072.9,-1064.7,8.3
4.74,4.36,-1085.5,-1076.6,8.9
4.84,4.36,-1097.2,-1088.9,8.3
4.94,4.36,-1107.8,-1100.6,7.2
-4.96,4.26,-1074.6,-1069.3,5.3
-4.86,4.26,-1062.5,-1057.4,5.1
-4.76,4.26,-1050.2,-1046.9,3.3
-4.66,4.26,-1037.1,-1034.4,2.7
-4.56,4.26,-1024.2,-1023.2,1.0
-4.46,4.26,-1010.8,-1010.8,0.0
-4.36,4.26,-997.4,-997.8,-0.4
-4.26,4.26,-983.7,-983.9,-0.2
-4.16,4.26,-969.9,-969.9,-0.0
-4.06,4.26,-956.8,-956.4,0.4
-3.96,4.26,-943.0,-941.3,1.6
-3.86,4.26,-928.6,-925.8,2.9
-3.76,4.26,-914.5,-914.0,0.5
-3.66,4.26,-900.8,-902.0,-1.3
-3.56,4.26,-887.2,-894.5,-7.2
-3.46,4.26,-874.7,-900.3,-25.6
-3.36,4.26,-862.8,-901.3,-38.5
-3.26,4.26,-851.1,-890.8,-39.8
-3.16,4.26,-839.7,-877.4,-37.7
-3.06,4.26,-829.4,-862.1,-32.7
-2.96,4.26,-819.8,-850.0,-30.2
-2.86,4.26,-810.7,-841.4,-30.7
-2.76,4.26,-801.5,-834.4,-32.9
-2.66,4.26,-791.2,-826.3,-35.1
-2.56,4.26,-780.3,-819.2,-38.9
-2.46,4.26,-766.6,-812.4,-45.8
-2.36,4.26,-749.9,-797.3,-47.4
-2.26,4.26,-733.6,-779.1,-45.5
-2.16,4.26,-722.6,-767.0,-44.4
-2.06,4.26,-716.6,-758.0,-41.4
-1.96,4.26,-710.5,-751.3,-40.7
-1.86,4.26,-701.9,-745.0,-43.1
-1.76,4.26,-691.2,-739.6,-48.3
-1.66,4.26,-681.2,-734.7,-53.5
-1.56,4.26,-674.5,-721.1,-46.6
-1.46,4.26,-672.2,-704.5,-32.3
-1.36,4.26,-673.3,-691.5,-18.2
-1.26,4.26,-675.5,-683.2,-7.7
-1.16,4.26,-678.5,-680.1,-1.6
-1.06,4.26,-682.3,-680.0,2.3
-0.96,4.26,-686.9,-680.6,6.3
-0.86,4.26,-689.4,-683.1,6.2
-0.76,4.26,-689.1,-685.0,4.1
-0.66,4.26,-688.5,-685.7,2.8
-0.56,4.26,-688.1,-686.8,1.4
-0.46,4.26,-687.1,-686.0,1.1
-0.36,4.26,-685.6,-684.6,1.0
-0.26,4.26,-683.3,-682.2,1.1
-0.16,4.26,-679.7,-679.1,0.6
-0.06,4.26,-675.4,-675.9,-0.6
0.04,4.26,-672.3,-672.6,-0.3
0.14,4.26,-670.6,-669.0,1.6
0.24,4.26,-669.5,-666.0,3.5
0.34,4.26,-668.7,-665.5,3.1
0.44,4.26,-668.2,-665.1,3.2
0.54,4.26,-669.1,-664.2,5.0
0.64,4.26,-670.4,-662.6,7.8
0.74,4.26,-671.0,-661.7,9.3
0.84,4.26,-671.9,-661.9,10.0
0.94,4.26,-674.1,-664.5,9.6
1.04,4.26,-676.9,-668.0,8.9
1.14,4.26,-680.3,-672.0,8.3
1.24,4.26,-684.1,-676.8,7.4
1.34,4.26,-687.9,-680.3,7.6
1.44,4.26,-693.0,-686.5,6.5
1.54,4.26,-699.6,-692.6,7.0
1.64,4.26,-707.8,-699.4,8.4
1.74,4.26,-718.7,-710.5,8.2
1.84,4.26,-730.7,-722.3,8.4
1.94,4.26,-743.4,-736.2,7.2
2.04,4.26,-757.6,-749.1,8.5
2.14,4.26,-771.9,-762.1,9.7
2.24,4.26,-784.1,-774.0,10.1
2.34,4.26,-793.5,-784.9,8.6
2.44,4.26,-800.9,-795.2,5.7
2.54,4.26,-808.1,-805.2,2.9
2.64,4.26,-817.4,-815.4,2.0
2.74,4.26,-828.6,-826.6,2.0
2.84,4.26,-840.8,-839.0,1.8
2.94,4.26,-854.5,-852.6,1.9
3.04,4.26,-869.0,-866.3,2.7
3.14,4.26,-882.1,-879.2,3.0
3.24,4.26,-893.5,-891.0,2.5
3.34,4.26,-904.1,-902.1,2.0
3.44,4.26,-914.7,-913.8,0.9
3.54,4.26,-925.8,-924.0,1.8
3.64,4.26,-936.5,-934.6,1.9
3.74,4.26,-947.5,-946.2,1.3
3.84,4.26,-959.4,-959.1,0.3
3.94,4.26,-972.2,-971.4,0.8
4.04,4.26,-984.9,-984.1,0.9
4.14,4.26,-998.1,-996.8,1.3
4.24,4.26,-1012.1,-1009.5,2.6
4.34,4.26,-1026.9,-1020.9,6.0
4.44,4.26,-1041.0,-1033.0,8.0
4.54,4.26,-1054.1,-1045.6,8.5
4.64,4.26,-1066.9,-1058.0,8.9
4.74,4.26,-1079.2,-1069.8,9.4
4.84,4.26,-1091.5,-1082.4,9.1
4.94,4.26,-1101.7,-1093.8,7.9
-4.96,4.16,-1066.9,-1059.9,7.0
-4.86,4.16,-1055.5,-1049.7,5.8
-4.76,4.16,-1042.9,-1038.3,4.6
-4.66,4.16,-1029.4,-1025.5,3.9
-4.56,4.16,-1016.3,-1013.5,2.8
-4.46,4.16,-1002.3,-999.6,2.7
-4.36,4.16,-988.2,-988.0,0.1
-4.26,4.16,-973.9,-973.4,0.5
-4.16,4.16,-959.5,-958.9,0.6
-4.06,4.16,-945.8,-945.0,0.9
-3.96,4.16,-932.5,-930.7,1.8
-3.86,4.16,-918.8,-917.2,1.5
-3.76,4.16,-904.9,-903.6,1.4
-3.66,4.16,-891.4,-890.5,0.9
-3.56,4.16,-877.6,-878.5,-0.9
-3.46,4.16,-864.3,-873.8,-9.5
-3.36,4.16,-851.6,-876.0,-24.4
-3.26,4.16,-839.6,-869.1,-29.5
-3.16,4.16,-828.2,-856.6,-28.3
-3.06,4.16,-818.0,-843.3,-25.3
-2.96,4.16,-808.1,-834.2,-26.1
-2.86,4.16,-798.3,-825.7,-27.4
-2.76,4.16,-788.3,-815.4,-27.1
-2.66,4.16,-776.9,-807.4,-30.6
-2.56,4.16,-764.6,-799.4,-34.8
-2.46,4.16,-750.6,-791.8,-41.2
-2.36,4.16,-734.7,-785.8,-51.1
-2.26,4.16,-718.3,-773.6,-55.3
-2.16,4.16,-705.6,-758.8,-53.1
-2.06,4.16,-697.0,-748.1,-51.1
-1.96,4.16,-689.6,-738.7,-49.1
-1.86,4.16,-681.5,-730.9,-49.3
-1.76,4.16,-671.9,-724.7,-52.8
-1.66,4.16,-662.0,-720.7,-58.8
-1.56,4.16,-654.7,-710.7,-56.0
-1.46,4.16,-651.9,-691.9,-40.0
-1.36,4.16,-652.6,-675.2,-22.6
-1.26,4.16,-655.0,-665.1,-10.0
-1.16,4.16,-658.4,-660.0,-1.6
-1.06,4.16,-662.3,-658.8,3.5
-0.96,4.16,-666.0,-658.7,7.3
-0.86,4.16,-666.8,-660.7,6.1
-0.76,4.16,-665.3,-663.2,2.1
-0.66,4.16,-664.4,-662.6,1.8
-0.56,4.16,-663.5,-663.5,0.0
-0.46,4.16,-662.0,-662.0,-0.0
-0.36,4.16,-660.1,-660.5,-0.4
-0.26,4.16,-657.8,-658.7,-0.8
-0.16,4.16,-654.3,-655.8,-1.5
-0.06,4.16,-650.0,-652.6,-2.6
0.04,4.16,-647.2,-648.7,-1.5
0.14,4.16,-645.8,-645.8,-0.0
0.24,4.16,-644.7,-642.6,2.1
0.34,4.16,-644.0,-641.3,2.8
0.44,4.16,-644.3,-642.1,2.2
0.54,4.16,-646.1,-642.1,3.9
0.64,4.16,-648.2,-641.7,6.5
0.74,4.16,-649.6,-641.4,8.1
0.84,4.16,-651.4,-642.5,8.8
0.94,4.16,-654.4,-645.9,8.5
1.04,4.16,-657.8,-650.6,7.3
1.14,4.16,-661.7,-655.2,6.5
1.24,4.16,-666.0,-659.6,6.4
1.34,4.16,-670.3,-663.2,7.1
1.44,4.16,-675.5,-669.2,6.3
1.54,4.16,-682.2,-675.4,6.7
1.64,4.16,-691.0,-683.4,7.6
1.74,4.16,-702.4,-694.6,7.8
1.84,4.16,-714.8,-707.1,7.7
1.94,4.16,-728.0,-720.5,7.5
2.04,4.16,-742.1,-733.7,8.4
2.14,4.16,-755.8,-746.9,8.9
2.24,4.16,-767.3,-758.4,8.9
2.34,4.16,-776.5,-768.8,7.7
2.44,4.16,-784.6,-779.0,5.6
2.54,4.16,-793.2,-789.2,4.0
2.64,4.16,-804.1,-800.8,3.2
2.74,4.16,-817.0,-813.0,4.0
2.84,4.16,-830.9,-828.5,2.4
2.94,4.16,-844.4,-840.8,3.5
3.04,4.16,-857.5,-853.5,4.0
3.14,4.16,-869.4,-866.3,3.1
3.24,4.16,-880.3,-878.3,2.0
3.34,4.16,-891.2,-889.8,1.5
3.44,4.16,-902.3,-901.0,1.2
3.54,4.16,-913.5,-912.4,1.2
3.64,4.16,-924.8,-923.6,1.2
3.74,4.16,-936.5,-935.2,1.3
3.84,4.16,-948.8,-948.6,0.2
3.94,4.16,-962.2,-961.5,0.7
4.04,4.16,-974.9,-974.9,-0.0
4.14,4.16,-988.4,-987.9,0.5
4.24,4.16,-1003.8,-1001.3,2.5
4.34,4.16,-1020.1,-1012.8,7.3
4.44,4.16,-1034.9,-1025.3,9.6
4.54,4.16,-1047.8,-1037.2,10.6
4.64,4.16,-1060.4,-1050.0,10.3
4.74,4.16,-1072.3,-1063.5,8.8
4.84,4.16,-1084.0,-1074.5,9.5
4.94,4.16,-1094.4,-1088.0,6.4
-4.96,4.06,-1058.0,-1051.2,6.8
-4.86,4.06,-1047.0,-1040.2,6.8
-4.76,4.06,-1034.6,-1029.3,5.3
-4.66,4.06,-1021.3,-1016.9,4.4
-4.56,4.06,-1008.4,-1004.5,3.9
-4.46,4.06,-993.9,-990.6,3.4
-4.36,4.06,-979.3,-978.0,1.3
-4.26,4.06,-964.5,-963.1,1.4
-4.16,4.06,-949.7,-948.3,1.4
-4.06,4.06,-935.6,-932.8,2.8
-3.96,4.06,-922.2,-918.8,3.4
-3.86,4.06,-908.4,-906.3,2.1
-3.76,4.06,-894.7,-893.6,1.1
-3.66,4.06,-881.7,-879.9,1.8
-3.56,4.06,-868.0,-866.9,1.1
-3.46,4.06,-854.0,-855.3,-1.3
-3.36,4.06,-840.4,-848.5,-8.1
-3.26,4.06,-827.5,-843.9,-16.4
-3.16,4.06,-816.0,-834.9,-19.0
-3.06,4.06,-805.9,-825.6,-19.7
-2.96,4.06,-795.8,-816.8,-21.0
-2.86,4.06,-785.8,-809.5,-23.7
-2.76,4.06,-775.4,-797.1,-21.7
-2.66,4.06,-763.8,-791.1,-27.4
-2.56,4.06,-750.8,-785.2,-34.4
-2.46,4.06,-736.8,-778.1,-41.2
-2.36,4.06,-722.0,-771.6,-49.5
-2.26,4.06,-706.1,-763.0,-57.0
-2.16,4.06,-692.3,-751.9,-59.6
-2.06,4.06,-681.4,-739.8,-58.4
-1.96,4.06,-671.8,-729.1,-57.3
-1.86,4.06,-662.4,-719.3,-56.9
-1.76,4.06,-652.8,-711.5,-58.8
-1.66,4.06,-643.0,-706.8,-63.8
-1.56,4.06,-635.2,-699.8,-64.6
-1.46,4.06,-632.0,-683.0,-51.0
-1.36,4.06,-632.6,-661.2,-28.6
-1.26,4.06,-635.1,-648.0,-13.0
-1.16,4.06,-638.8,-640.5,-1.7
-1.06,4.06,-642.7,-637.3,5.4
-0.96,4.06,-645.5,-636.4,9.1
-0.86,4.06,-644.4,-637.8,6.6
-0.76,4.06,-641.3,-639.1,2.1
-0.66,4.06,-638.9,-637.7,1.2
-0.56,4.06,-637.2,-638.0,-0.8
-0.46,4.06,-635.3,-636.3,-1.0
-0.36,4.06,-633.2,-634.9,-1.8
-0.26,4.06,-630.9,-633.0,-2.1
-0.16,4.06,-627.7,-631.1,-3.4
-0.06,4.06,-623.9,-627.9,-4.0
0.04,4.06,-621.6,-623.8,-2.1
0.14,4.06,-620.6,-621.0,-0.4
0.24,4.06,-619.7,-618.7,1.0
0.34,4.06,-619.2,-618.3,0.9
0.44,4.06,-620.0,-618.9,1.1
0.54,4.06,-622.4,-619.7,2.7
0.64,4.06,-625.2,-619.7,5.5
0.74,4.06,-627.7,-620.2,7.5
0.84,4.06,-630.8,-622.2,8.7
0.94,4.06,-634.4,-626.3,8.1
1.04,4.06,-638.0,-631.6,6.3
1.14,4.06,-641.8,-637.1,4.7
1.24,4.06,-646.0,-641.8,4.3
1.34,4.06,-650.9,-646.2,4.7
1.44,4.06,-656.6,-652.0,4.7
1.54,4.06,-663.9,-659.0,4.9
1.64,4.06,-673.5,-667.6,5.9
1.74,4.06,-685.3,-678.1,7.1
1.84,4.06,-697.9,-690.9,7.0
1.94,4.06,-711.5,-704.4,7.0
2.04,4.06,-725.3,-718.4,6.9
2.14,4.06,-738.5,-730.7,7.9
2.24,4.06,-750.1,-741.9,8.1
2.34,4.06,-760.1,-752.3,7.8
2.44,4.06,-769.3,-762.4,6.9
2.54,4.06,-779.2,-773.9,5.4
2.64,4.06,-791.2,-786.2,5.0
2.74,4.06,-805.2,-805.7,-0.5
2.84,4.06,-819.4,-819.0,0.4
2.94,4.06,-832.3,-828.2,4.1
3.04,4.06,-844.7,-840.7,4.1
3.14,4.06,-856.2,-853.4,2.8
3.24,4.06,-867.1,-864.9,2.2
3.34,4.06,-878.3,-876.9,1.4
3.44,4.06,-889.8,-888.6,1.2
3.54,4.06,-901.3,-900.4,1.0
3.64,4.06,-913.3,-912.7,0.6
3.74,4.06,-925.7,-925.4,0.4
3.84,4.06,-938.8,-938.2,0.7
3.94,4.06,-952.4,-952.1,0.3
4.04,4.06,-965.3,-965.1,0.2
4.14,4.06,-979.9,-981.2,-1.3
4.24,4.06,-996.8,-987.3,9.5
4.34,4.06,-1013.8,-1005.3,8.5
4.44,4.06,-1028.3,-1017.6,10.7
4.54,4.06,-1041.5,-1030.3,11.1
4.64,4.06,-1053.8,-1042.9,10.8
4.74,4.06,-1065.3,-1055.5,9.8
4.84,4.06,-1076.2,-1068.2,8.0
4.94,4.06,-1087.1,-1079.7,7.4
-4.96,3.96,-1048.3,-1041.5,6.8
-4.86,3.96,-1037.7,-1029.9,7.9
-4.76,3.96,-1026.1,-1019.8,6.3
-4.66,3.96,-1013.3,-1008.4,5.0
-4.56,3.96,-1000.4,-996.0,4.4
-4.46,3.96,-985.7,-982.1,3.6
-4.36,3.96,-970.4,-967.8,2.6
-4.26,3.96,-955.2,-953.7,1.5
-4.16,3.96,-940.2,-938.4,1.8
-4.06,3.96,-925.6,-923.5,2.1
-3.96,3.96,-911.7,-909.2,2.5
-3.86,3.96,-897.8,-895.9,1.9
-3.76,3.96,-883.9,-882.9,1.0
-3.66,3.96,-871.0,-869.1,1.9
-3.56,3.96,-857.8,-855.3,2.5
-3.46,3.96,-844.0,-842.7,1.3
-3.36,3.96,-830.3,-831.8,-1.5
-3.26,3.96,-816.7,-823.1,-6.4
-3.16,3.96,-803.8,-815.8,-12.0
-3.06,3.96,-792.6,-808.3,-15.7
-2.96,3.96,-781.9,-799.8,-17.9
-2.86,3.96,-771.8,-791.7,-19.9
-2.76,3.96,-761.6,-783.0,-21.4
-2.66,3.96,-750.9,-774.3,-23.3
-2.56,3.96,-738.7,-772.3,-33.6
-2.46,3.96,-725.5,-766.2,-40.7
-2.36,3.96,-712.3,-758.4,-46.2
-2.26,3.96,-697.7,-751.6,-53.9
-2.16,3.96,-683.7,-742.6,-58.8
-2.06,3.96,-670.9,-732.1,-61.1
-1.96,3.96,-658.7,-720.2,-61.5
-1.86,3.96,-646.3,-708.2,-62.0
-1.76,3.96,-634.8,-698.9,-64.0
-1.66,3.96,-624.4,-692.4,-68.0
-1.56,3.96,-616.1,-686.9,-70.9
-1.46,3.96,-612.4,-673.8,-61.4
-1.36,3.96,-612.9,-652.0,-39.1
-1.26,3.96,-615.3,-632.1,-16.8
-1.16,3.96,-618.9,-621.0,-2.0
-1.06,3.96,-622.9,-615.8,7.1
-0.96,3.96,-624.7,-613.8,11.0
-0.86,3.96,-621.2,-613.7,7.5
-0.76,3.96,-615.8,-614.2,1.6
-0.66,3.96,-611.8,-612.0,-0.2
-0.56,3.96,-609.2,-612.5,-3.3
-0.46,3.96,-607.1,-610.0,-2.9
-0.36,3.96,-605.3,-608.8,-3.5
-0.26,3.96,-603.3,-607.2,-3.9
-0.16,3.96,-600.9,-605.0,-4.2
-0.06,3.96,-597.8,-602.5,-4.7
0.04,3.96,-595.4,-598.5,-3.1
0.14,3.96,-594.2,-596.1,-1.9
0.24,3.96,-593.6,-594.1,-0.5
0.34,3.96,-593.3,-594.4,-1.1
0.44,3.96,-594.5,-595.3,-0.7
0.54,3.96,-597.7,-596.2,1.4
0.64,3.96,-601.6,-597.1,4.5
0.74,3.96,-605.5,-598.3,7.2
0.84,3.96,-609.8,-601.1,8.7
0.94,3.96,-613.6,-605.9,7.7
1.04,3.96,-617.1,-612.4,4.7
1.14,3.96,-620.8,-618.2,2.6
1.24,3.96,-625.2,-623.3,1.9
1.34,3.96,-630.7,-628.4,2.3
1.44,3.96,-637.3,-634.8,2.5
1.54,3.96,-645.5,-642.4,3.1
1.64,3.96,-655.9,-651.4,4.5
1.74,3.96,-667.6,-661.0,6.5
1.84,3.96,-680.0,-673.8,6.2
1.94,3.96,-693.4,-687.3,6.1
2.04,3.96,-706.8,-701.5,5.4
2.14,3.96,-720.0,-713.6,6.3
2.24,3.96,-732.1,-724.7,7.4
2.34,3.96,-743.1,-734.9,8.3
2.44,3.96,-753.8,-746.4,7.3
2.54,3.96,-765.5,-759.3,6.1
2.64,3.96,-778.9,-774.1,4.8
2.74,3.96,-793.4,-789.6,3.8
2.84,3.96,-807.1,-805.5,1.6
2.94,3.96,-819.4,-816.6,2.8
3.04,3.96,-831.4,-827.8,3.6
3.14,3.96,-842.8,-839.9,2.9
3.24,3.96,-853.5,-851.5,2.0
3.34,3.96,-864.0,-864.1,-0.1
3.44,3.96,-876.0,-876.7,-0.8
3.54,3.96,-888.2,-889.1,-0.9
3.64,3.96,-900.8,-901.7,-0.8
3.74,3.96,-914.2,-915.4,-1.2
3.84,3.96,-928.3,-929.0,-0.8
3.94,3.96,-942.7,-942.7,0.1
4.04,3.96,-957.0,-956.4,0.6
4.14,3.96,-972.9,-971.3,1.6
4.24,3.96,-990.6,-984.9,5.7
4.34,3.96,-1007.8,-998.2,9.6
4.44,3.96,-1022.1,-1010.9,11.1
4.54,3.96,-1035.1,-1022.7,12.4
4.64,3.96,-1047.0,-1035.8,11.2
4.74,3.96,-1058.5,-1047.7,10.8
4.84,3.96,-1069.1,-1059.3,9.8
4.94,3.96,-1079.7,-1071.9,7.9
-4.96,3.86,-1038.1,-1032.1,6.0
-4.86,3.86,-1028.0,-1021.8,6.2
-4.76,3.86,-1017.3,-1008.9,8.3
-4.66,3.86,-1005.0,-996.9,8.1
-4.56,3.86,-992.0,-984.3,7.7
-4.46,3.86,-977.6,-971.6,5.9
-4.36,3.86,-962.3,-959.0,3.3
-4.26,3.86,-946.6,-943.6,3.0
-4.16,3.86,-931.5,-929.5,2.0
-4.06,3.86,-916.2,-913.9,2.3
-3.96,3.86,-901.8,-898.8,3.0
-3.86,3.86,-887.6,-885.3,2.3
-3.76,3.86,-873.2,-871.1,2.1
-3.66,3.86,-859.4,-857.7,1.7
-3.56,3.86,-846.5,-844.0,2.4
-3.46,3.86,-833.3,-831.1,2.2
-3.36,3.86,-819.8,-818.8,1.0
-3.26,3.86,-805.8,-809.1,-3.3
-3.16,3.86,-791.6,-800.1,-8.5
-3.06,3.86,-778.7,-792.4,-13.7
-2.96,3.86,-767.6,-783.7,-16.2
-2.86,3.86,-757.8,-777.3,-19.6
-2.76,3.86,-748.1,-769.5,-21.4
-2.66,3.86,-738.4,-762.2,-23.8
-2.56,3.86,-727.7,-758.3,-30.6
-2.46,3.86,-716.0,-753.7,-37.6
-2.36,3.86,-704.3,-746.4,-42.2
-2.26,3.86,-691.8,-739.3,-47.5
-2.16,3.86,-678.7,-731.2,-52.6
-2.06,3.86,-664.3,-721.3,-57.0
-1.96,3.86,-649.3,-711.1,-61.8
-1.86,3.86,-633.6,-698.3,-64.7
-1.76,3.86,-619.2,-686.9,-67.7
-1.66,3.86,-606.9,-678.5,-71.6
-1.56,3.86,-597.4,-672.7,-75.4
-1.46,3.86,-592.9,-662.4,-69.5
-1.36,3.86,-593.3,-641.4,-48.1
-1.26,3.86,-596.1,-618.5,-22.4
-1.16,3.86,-599.7,-602.4,-2.7
-1.06,3.86,-603.5,-594.0,9.5
-0.96,3.86,-604.2,-590.5,13.7
-0.86,3.86,-597.6,-589.5,8.2
-0.76,3.86,-589.4,-588.1,1.3
-0.66,3.86,-583.7,-585.6,-2.0
-0.56,3.86,-579.5,-581.4,-1.9
-0.46,3.86,-577.1,-582.0,-4.9
-0.36,3.86,-575.6,-580.8,-5.2
-0.26,3.86,-574.2,-579.5,-5.3
-0.16,3.86,-572.8,-578.1,-5.3
-0.06,3.86,-570.8,-576.6,-5.8
0.04,3.86,-568.5,-573.1,-4.6
0.14,3.86,-567.3,-571.1,-3.8
0.24,3.86,-567.0,-569.5,-2.5
0.34,3.86,-567.3,-569.8,-2.5
0.44,3.86,-569.0,-570.9,-1.9
0.54,3.86,-573.0,-572.4,0.6
0.64,3.86,-578.0,-573.9,4.1
0.74,3.86,-582.7,-575.8,6.9
0.84,3.86,-587.2,-579.4,7.7
0.94,3.86,-591.3,-585.5,5.8
1.04,3.86,-595.1,-592.5,2.6
1.14,3.86,-599.3,-598.6,0.6
1.24,3.86,-604.6,-604.4,0.2
1.34,3.86,-610.9,-609.8,1.1
1.44,3.86,-618.3,-616.5,1.8
1.54,3.86,-627.4,-624.7,2.7
1.64,3.86,-638.2,-634.3,3.9
1.74,3.86,-649.4,-644.7,4.6
1.84,3.86,-661.4,-656.8,4.6
1.94,3.86,-674.4,-670.1,4.3
2.04,3.86,-687.8,-683.0,4.8
2.14,3.86,-701.5,-695.7,5.8
2.24,3.86,-714.5,-707.1,7.4
2.34,3.86,-726.6,-719.5,7.1
2.44,3.86,-738.6,-732.0,6.6
2.54,3.86,-751.9,-746.5,5.4
2.64,3.86,-766.2,-760.2,6.0
2.74,3.86,-780.6,-774.4,6.2
2.84,3.86,-793.8,-789.0,4.8
2.94,3.86,-805.9,-801.4,4.5
3.04,3.86,-817.3,-814.5,2.8
3.14,3.86,-828.5,-826.7,1.7
3.24,3.86,-839.7,-839.2,0.6
3.34,3.86,-851.2,-851.9,-0.7
3.44,3.86,-863.6,-864.5,-0.9
3.54,3.86,-876.2,-877.7,-1.5
3.64,3.86,-889.9,-890.7,-0.8
3.74,3.86,-904.3,-904.1,0.2
3.84,3.86,-919.1,-917.9,1.2
3.94,3.86,-933.5,-932.6,0.9
4.04,3.86,-949.0,-948.1,0.9
4.14,3.86,-965.7,-963.1,2.6
4.24,3.86,-983.2,-977.6,5.6
4.34,3.86,-1000.1,-991.8,8.3
4.44,3.86,-1014.1,-1004.7,9.5
4.54,3.86,-1026.9,-1016.4,10.5
4.64,3.86,-1038.8,-1028.1,10.7
4.74,3.86,-1050.6,-1039.9,10.7
4.84,3.86,-1061.5,-1051.0,10.6
4.94,3.86,-1071.7,-1063.6,8.1
-4.96,3.76,-1027.7,-1024.1,3.6
-4.86,3.76,-1017.8,-1011.7,6.0
-4.76,3.76,-1007.4,-1000.0,7.4
